FiYe,CIDABusDeliMod,CoReID,Bio,OrganN,DivID,ProPr,DiviN,ContiID,SecID,PrNum,TrDev,BraN,ContiN,CounRegPer,UrIs,ChIss,YoIss,IndiIss,DisIs,ICTAAToFoDev,KnoFoDevelo,GeEq,OrgaID,OrgTy,OrgCl,OrgS,ProjBrCoID,CoReNa,SeID,SecN,SePerc,AmoSpe
2009/2010,Responsive,CA,0,Centre International de Solidarit� Ouvri�re,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,1,S6218,S064582002,0,KFM Partnership for Develop. Innovation,America,0.05,0,0,0,0,0,0,0,2,1002303,Canadian Non-Profit Making,Civil Society,NGO,CA,Canada,15150,Democratic participation and civil society,0.3,2194.05
2009/2010,Responsive,CA,0,Centre International de Solidarit� Ouvri�re,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,1,S6218,S064582002,0,KFM Partnership for Develop. Innovation,America,0.05,0,0,0,0,0,0,0,2,1002303,Canadian Non-Profit Making,Civil Society,NGO,CA,Canada,15160,Human rights,0.3,2194.05
2009/2010,Responsive,CA,0,Centre International de Solidarit� Ouvri�re,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,1,S6218,S064582002,0,KFM Partnership for Develop. Innovation,America,0.05,0,0,0,0,0,0,0,2,1002303,Canadian Non-Profit Making,Civil Society,NGO,CA,Canada,99820,Promotion of development awareness,0.05,365.675
2009/2010,Responsive,HT,0,Centre International de Solidarit� Ouvri�re,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,1,S6218,S064582002,0,KFM Partnership for Develop. Innovation,America,0.95,0,0,0,0,0,0,0,2,1002303,Canadian Non-Profit Making,Civil Society,NGO,HT,Haiti,11110,Education policy and administrative management,0.35,48634.775
2009/2010,Responsive,HT,0,Centre International de Solidarit� Ouvri�re,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,1,S6218,S064582002,0,KFM Partnership for Develop. Innovation,America,0.95,0,0,0,0,0,0,0,2,1002303,Canadian Non-Profit Making,Civil Society,NGO,HT,Haiti,15150,Democratic participation and civil society,0.3,41686.95
2009/2010,Responsive,HT,0,Centre International de Solidarit� Ouvri�re,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,1,S6218,S064582002,0,KFM Partnership for Develop. Innovation,America,0.95,0,0,0,0,0,0,0,2,1002303,Canadian Non-Profit Making,Civil Society,NGO,HT,Haiti,15160,Human rights,0.3,41686.95
2009/2010,Responsive,HT,0,Centre International de Solidarit� Ouvri�re,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,1,S6218,S064582002,0,KFM Partnership for Develop. Innovation,America,0.95,0,0,0,0,0,0,0,2,1002303,Canadian Non-Profit Making,Civil Society,NGO,HT,Haiti,99820,Promotion of development awareness,0.05,6947.825
2009/2010,Responsive,DO,0,M�decins du Monde Canada,D6211,Uncoded: Pre-APP,KSD Social Development Partnerships,1,S6212,S064583002,0,KFM Partnership for Develop. Innovation,America,1.0,0,0,0,0,0,0,0,2,1002364,Canadian Non-Profit Making,Civil Society,NGO,DO,Dominican Rep.,12181,Medical education/training,0.25,21488.25
2009/2010,Responsive,DO,0,M�decins du Monde Canada,D6211,Uncoded: Pre-APP,KSD Social Development Partnerships,1,S6212,S064583002,0,KFM Partnership for Develop. Innovation,America,1.0,0,0,0,0,0,0,0,2,1002364,Canadian Non-Profit Making,Civil Society,NGO,DO,Dominican Rep.,12261,Health education,0.25,21488.25
2009/2010,Responsive,DO,0,M�decins du Monde Canada,D6211,Uncoded: Pre-APP,KSD Social Development Partnerships,1,S6212,S064583002,0,KFM Partnership for Develop. Innovation,America,1.0,0,0,0,0,0,0,0,2,1002364,Canadian Non-Profit Making,Civil Society,NGO,DO,Dominican Rep.,12262,Malaria control,0.1,8595.3
2009/2010,Responsive,DO,0,M�decins du Monde Canada,D6211,Uncoded: Pre-APP,KSD Social Development Partnerships,1,S6212,S064583002,0,KFM Partnership for Develop. Innovation,America,1.0,0,0,0,0,0,0,0,2,1002364,Canadian Non-Profit Making,Civil Society,NGO,DO,Dominican Rep.,12263,Tuberculosis control,0.1,8595.3
2009/2010,Responsive,DO,0,M�decins du Monde Canada,D6211,Uncoded: Pre-APP,KSD Social Development Partnerships,1,S6212,S064583002,0,KFM Partnership for Develop. Innovation,America,1.0,0,0,0,0,0,0,0,2,1002364,Canadian Non-Profit Making,Civil Society,NGO,DO,Dominican Rep.,12281,Health personnel development,0.1,8595.3
2009/2010,Responsive,DO,0,M�decins du Monde Canada,D6211,Uncoded: Pre-APP,KSD Social Development Partnerships,1,S6212,S064583002,0,KFM Partnership for Develop. Innovation,America,1.0,0,0,0,0,0,0,0,2,1002364,Canadian Non-Profit Making,Civil Society,NGO,DO,Dominican Rep.,13020,Reproductive health care,0.1,8595.3
2009/2010,Responsive,DO,0,M�decins du Monde Canada,D6211,Uncoded: Pre-APP,KSD Social Development Partnerships,1,S6212,S064583002,0,KFM Partnership for Develop. Innovation,America,1.0,0,0,0,0,0,0,0,2,1002364,Canadian Non-Profit Making,Civil Society,NGO,DO,Dominican Rep.,13040,STD control including HIV/AIDS,0.1,8595.3
2009/2010,Responsive,BF,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,BF,Burkina-Faso,14010,Water sector policy and administrative management,0.15,10837.5
2009/2010,Responsive,BF,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,BF,Burkina-Faso,14031,Basic drinking water supply,0.065,4696.25
2009/2010,Responsive,BF,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,BF,Burkina-Faso,14032,Basic sanitation,0.075,5418.75
2009/2010,Responsive,BF,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,BF,Burkina-Faso,15110,Public sector policy and administrative management,0.1,7225.0
2009/2010,Responsive,BF,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,BF,Burkina-Faso,31110,Agricultural policy and administrative management,0.1,7225.0
2009/2010,Responsive,BF,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,BF,Burkina-Faso,31161,Food crop production,0.1,7225.0
2009/2010,Responsive,BF,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,BF,Burkina-Faso,31191,Agricultural services,0.1,7225.0
2009/2010,Responsive,BF,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,BF,Burkina-Faso,32130,Small and medium-sized enterprises (SME) development,0.15,10837.5
2009/2010,Responsive,BF,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,BF,Burkina-Faso,99810,Sectors not specified,0.01,722.5
2009/2010,Responsive,BF,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,BF,Burkina-Faso,99820,Promotion of development awareness,0.15,10837.5
2009/2010,Responsive,CA,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,1,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,America,0.15,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,CA,Canada,14010,Water sector policy and administrative management,0.15,7650.0
2009/2010,Responsive,CA,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,1,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,America,0.15,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,CA,Canada,14031,Basic drinking water supply,0.065,3315.0
2009/2010,Responsive,CA,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,1,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,America,0.15,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,CA,Canada,14032,Basic sanitation,0.075,3825.0
2009/2010,Responsive,CA,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,1,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,America,0.15,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,CA,Canada,15110,Public sector policy and administrative management,0.1,5100.0
2009/2010,Responsive,CA,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,1,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,America,0.15,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,CA,Canada,31110,Agricultural policy and administrative management,0.1,5100.0
2009/2010,Responsive,CA,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,1,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,America,0.15,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,CA,Canada,31161,Food crop production,0.1,5100.0
2009/2010,Responsive,CA,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,1,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,America,0.15,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,CA,Canada,31191,Agricultural services,0.1,5100.0
2009/2010,Responsive,CA,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,1,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,America,0.15,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,CA,Canada,32130,Small and medium-sized enterprises (SME) development,0.15,7650.0
2009/2010,Responsive,CA,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,1,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,America,0.15,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,CA,Canada,99810,Sectors not specified,0.01,510.0
2009/2010,Responsive,CA,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,1,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,America,0.15,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,CA,Canada,99820,Promotion of development awareness,0.15,7650.0
2009/2010,Responsive,GH,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,GH,Ghana,14010,Water sector policy and administrative management,0.15,10837.5
2009/2010,Responsive,GH,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,GH,Ghana,14031,Basic drinking water supply,0.065,4696.25
2009/2010,Responsive,GH,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,GH,Ghana,14032,Basic sanitation,0.075,5418.75
2009/2010,Responsive,GH,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,GH,Ghana,15110,Public sector policy and administrative management,0.1,7225.0
2009/2010,Responsive,GH,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,GH,Ghana,31110,Agricultural policy and administrative management,0.1,7225.0
2009/2010,Responsive,GH,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,GH,Ghana,31161,Food crop production,0.1,7225.0
2009/2010,Responsive,GH,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,GH,Ghana,31191,Agricultural services,0.1,7225.0
2009/2010,Responsive,GH,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,GH,Ghana,32130,Small and medium-sized enterprises (SME) development,0.15,10837.5
2009/2010,Responsive,GH,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,GH,Ghana,99810,Sectors not specified,0.01,722.5
2009/2010,Responsive,GH,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,GH,Ghana,99820,Promotion of development awareness,0.15,10837.5
2009/2010,Responsive,MW,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,MW,Malawi,14010,Water sector policy and administrative management,0.15,10837.5
2009/2010,Responsive,MW,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,MW,Malawi,14031,Basic drinking water supply,0.065,4696.25
2009/2010,Responsive,MW,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,MW,Malawi,14032,Basic sanitation,0.075,5418.75
2009/2010,Responsive,MW,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,MW,Malawi,15110,Public sector policy and administrative management,0.1,7225.0
2009/2010,Responsive,MW,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,MW,Malawi,31110,Agricultural policy and administrative management,0.1,7225.0
2009/2010,Responsive,MW,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,MW,Malawi,31161,Food crop production,0.1,7225.0
2009/2010,Responsive,MW,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,MW,Malawi,31191,Agricultural services,0.1,7225.0
2009/2010,Responsive,MW,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,MW,Malawi,32130,Small and medium-sized enterprises (SME) development,0.15,10837.5
2009/2010,Responsive,MW,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,MW,Malawi,99810,Sectors not specified,0.01,722.5
2009/2010,Responsive,MW,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,MW,Malawi,99820,Promotion of development awareness,0.15,10837.5
2009/2010,Responsive,ZM,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,14010,Water sector policy and administrative management,0.15,10837.5
2009/2010,Responsive,ZM,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,14031,Basic drinking water supply,0.065,4696.25
2009/2010,Responsive,ZM,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,14032,Basic sanitation,0.075,5418.75
2009/2010,Responsive,ZM,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,15110,Public sector policy and administrative management,0.1,7225.0
2009/2010,Responsive,ZM,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,31110,Agricultural policy and administrative management,0.1,7225.0
2009/2010,Responsive,ZM,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,31161,Food crop production,0.1,7225.0
2009/2010,Responsive,ZM,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,31191,Agricultural services,0.1,7225.0
2009/2010,Responsive,ZM,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,32130,Small and medium-sized enterprises (SME) development,0.15,10837.5
2009/2010,Responsive,ZM,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,99810,Sectors not specified,0.01,722.5
2009/2010,Responsive,ZM,0,Engineers Without Borders,D6220,Uncoded: Pre-APP,KED Engaging Canadians,2,S6222,S064585PRG,0,KFM Partnership for Develop. Innovation,Africa,0.2125,0,0,0,0,0,0,0,2,1006512,Canadian Non-Profit Making,Civil Society,NGO,ZM,Zambia,99820,Promotion of development awareness,0.15,10837.5
2009/2010,Responsive,CA,0,Impact First International (formerly Gems of Hope),D6211,Uncoded: Pre-APP,KSD Social Development Partnerships,1,S6212,S064587002,0,KFM Partnership for Develop. Innovation,America,0.1,0,0,0,0,0,0,0,2,1003551,Canadian Non-Profit Making,Civil Society,NGO,CA,Canada,12110,Health policy and administrative management,0.2,1640.8
2009/2010,Responsive,CA,0,Impact First International (formerly Gems of Hope),D6211,Uncoded: Pre-APP,KSD Social Development Partnerships,1,S6212,S064587002,0,KFM Partnership for Develop. Innovation,America,0.1,0,0,0,0,0,0,0,2,1003551,Canadian Non-Profit Making,Civil Society,NGO,CA,Canada,12220,Basic health care,0.4,3281.6
2009/2010,Responsive,CA,0,Impact First International (formerly Gems of Hope),D6211,Uncoded: Pre-APP,KSD Social Development Partnerships,1,S6212,S064587002,0,KFM Partnership for Develop. Innovation,America,0.1,0,0,0,0,0,0,0,2,1003551,Canadian Non-Profit Making,Civil Society,NGO,CA,Canada,13020,Reproductive health care,0.3,2461.2
2009/2010,Responsive,CA,0,Impact First International (formerly Gems of Hope),D6211,Uncoded: Pre-APP,KSD Social Development Partnerships,1,S6212,S064587002,0,KFM Partnership for Develop. Innovation,America,0.1,0,0,0,0,0,0,0,2,1003551,Canadian Non-Profit Making,Civil Society,NGO,CA,Canada,99820,Promotion of development awareness,0.1,820.4
2009/2010,Responsive,PE,0,Impact First International (formerly Gems of Hope),D6211,Uncoded: Pre-APP,KSD Social Development Partnerships,1,S6212,S064587002,0,KFM Partnership for Develop. Innovation,America,0.9,0,0,0,0,0,0,0,2,1003551,Canadian Non-Profit Making,Civil Society,NGO,PE,Peru,12110,Health policy and administrative management,0.2,14767.2
2009/2010,Responsive,PE,0,Impact First International (formerly Gems of Hope),D6211,Uncoded: Pre-APP,KSD Social Development Partnerships,1,S6212,S064587002,0,KFM Partnership for Develop. Innovation,America,0.9,0,0,0,0,0,0,0,2,1003551,Canadian Non-Profit Making,Civil Society,NGO,PE,Peru,12220,Basic health care,0.4,29534.4
2009/2010,Responsive,PE,0,Impact First International (formerly Gems of Hope),D6211,Uncoded: Pre-APP,KSD Social Development Partnerships,1,S6212,S064587002,0,KFM Partnership for Develop. Innovation,America,0.9,0,0,0,0,0,0,0,2,1003551,Canadian Non-Profit Making,Civil Society,NGO,PE,Peru,13020,Reproductive health care,0.3,22150.8
2009/2010,Responsive,PE,0,Impact First International (formerly Gems of Hope),D6211,Uncoded: Pre-APP,KSD Social Development Partnerships,1,S6212,S064587002,0,KFM Partnership for Develop. Innovation,America,0.9,0,0,0,0,0,0,0,2,1003551,Canadian Non-Profit Making,Civil Society,NGO,PE,Peru,99820,Promotion of development awareness,0.1,7383.6
2009/2010,Responsive,ET,0,WaterCan/Eau Vive,D6217,Uncoded: Pre-APP,KPD Food Security Partnerships,2,S6216,S064590PRG,0,KFM Partnership for Develop. Innovation,Africa,0.45,0,0,0,0,0,0,0,2,1001423,Canadian Non-Profit Making,Civil Society,NGO,ET,Ethiopia,14010,Water sector policy and administrative management,0.2,77036.6052
2009/2010,Responsive,ET,0,WaterCan/Eau Vive,D6217,Uncoded: Pre-APP,KPD Food Security Partnerships,2,S6216,S064590PRG,0,KFM Partnership for Develop. Innovation,Africa,0.45,0,0,0,0,0,0,0,2,1001423,Canadian Non-Profit Making,Civil Society,NGO,ET,Ethiopia,14021,Water supply - large systems,0.075,28888.72695
2009/2010,Responsive,ET,0,WaterCan/Eau Vive,D6217,Uncoded: Pre-APP,KPD Food Security Partnerships,2,S6216,S064590PRG,0,KFM Partnership for Develop. Innovation,Africa,0.45,0,0,0,0,0,0,0,2,1001423,Canadian Non-Profit Making,Civil Society,NGO,ET,Ethiopia,14022,Sanitation - large systems,0.075,28888.72695
2009/2010,Responsive,ET,0,WaterCan/Eau Vive,D6217,Uncoded: Pre-APP,KPD Food Security Partnerships,2,S6216,S064590PRG,0,KFM Partnership for Develop. Innovation,Africa,0.45,0,0,0,0,0,0,0,2,1001423,Canadian Non-Profit Making,Civil Society,NGO,ET,Ethiopia,14031,Basic drinking water supply,0.25,96295.7565
2009/2010,Responsive,ET,0,WaterCan/Eau Vive,D6217,Uncoded: Pre-APP,KPD Food Security Partnerships,2,S6216,S064590PRG,0,KFM Partnership for Develop. Innovation,Africa,0.45,0,0,0,0,0,0,0,2,1001423,Canadian Non-Profit Making,Civil Society,NGO,ET,Ethiopia,14032,Basic sanitation,0.25,96295.7565
2009/2010,Responsive,ET,0,WaterCan/Eau Vive,D6217,Uncoded: Pre-APP,KPD Food Security Partnerships,2,S6216,S064590PRG,0,KFM Partnership for Develop. Innovation,Africa,0.45,0,0,0,0,0,0,0,2,1001423,Canadian Non-Profit Making,Civil Society,NGO,ET,Ethiopia,14081,Education and training in water supply and sanitation,0.15,57777.4539
2009/2010,Responsive,KE,0,WaterCan/Eau Vive,D6217,Uncoded: Pre-APP,KPD Food Security Partnerships,2,S6216,S064590PRG,0,KFM Partnership for Develop. Innovation,Africa,0.35,0,0,0,0,0,0,0,2,1001423,Canadian Non-Profit Making,Civil Society,NGO,KE,Kenya,14010,Water sector policy and administrative management,0.2,59917.3596
2009/2010,Responsive,KE,0,WaterCan/Eau Vive,D6217,Uncoded: Pre-APP,KPD Food Security Partnerships,2,S6216,S064590PRG,0,KFM Partnership for Develop. Innovation,Africa,0.35,0,0,0,0,0,0,0,2,1001423,Canadian Non-Profit Making,Civil Society,NGO,KE,Kenya,14021,Water supply - large systems,0.075,22469.00985
2009/2010,Responsive,KE,0,WaterCan/Eau Vive,D6217,Uncoded: Pre-APP,KPD Food Security Partnerships,2,S6216,S064590PRG,0,KFM Partnership for Develop. Innovation,Africa,0.35,0,0,0,0,0,0,0,2,1001423,Canadian Non-Profit Making,Civil Society,NGO,KE,Kenya,14022,Sanitation - large systems,0.075,22469.00985
