assay_id,curated_by,assay_tax_id,assay_test_type,src_id,tissue_id,assay_category,description,relationship_type,assay_subcellular_fraction,cell_id,doc_id,assay_type,assay_organism,assay_strain,assay_tissue,assay_cell_type
11112,Intermediate,9615.0,,1,,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 2 mg/kg after ip administration,N,,,6996,A,Canis lupus familiaris,,,
11113,Intermediate,9615.0,,1,,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 2 mg/kg after ip administration (0-6 hr),N,,,6996,A,Canis lupus familiaris,,,
11114,Intermediate,9615.0,,1,,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 2 mg/kg after ip administration ( 0 - 6 hr),N,,,6996,A,Canis lupus familiaris,,,
11115,Autocuration,,In vivo,1,,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 27%,U,,,11732,A,,,,
11116,Autocuration,,In vivo,1,,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 4%,U,,,11732,A,,,,
11117,Autocuration,,In vivo,1,,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 54%,U,,,11732,A,,,,
11118,Autocuration,,In vivo,1,,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 72%,U,,,11732,A,,,,
11119,Autocuration,,In vivo,1,,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 76%,U,,,11732,A,,,,
11120,Autocuration,10116.0,In vivo,1,,,Oral bioavailability in rat (dose 10 mg/kg),U,,,13359,A,Rattus norvegicus,,,
11121,Autocuration,10116.0,In vivo,1,,,Oral bioavailability in rat (Sprague-Dawley),U,,,16618,A,Rattus norvegicus,,,
11122,Autocuration,10116.0,In vivo,1,,,Oral bioavailability in rat,U,,,13960,A,Rattus norvegicus,,,
11123,Autocuration,10116.0,In vivo,1,,,Oral bioavailability in rats was determined in vivo,U,,,13917,A,Rattus norvegicus,,,
11124,Autocuration,9615.0,In vivo,1,,,Oral bioavailability in dog,U,,,14266,A,Canis lupus familiaris,,,
11125,Autocuration,314293.0,In vivo,1,,,Oral bioavailability of compound in monkey,U,,,12359,A,Simiiformes,,,
11126,Intermediate,10116.0,In vivo,1,,,Oral bioavailability of compound in rat,N,,,12359,A,Rattus norvegicus,,,
11127,Autocuration,10116.0,In vivo,1,,,Bioavailability in rat of PMEA prodrug,U,,,12359,A,Rattus norvegicus,,,
11128,Intermediate,10116.0,In vivo,1,,,Oral bioavailability of compound was evaluated relative to that of PMEA in rat; Not determined due to lack of solubility,N,,,12359,A,Rattus norvegicus,,,
11129,Autocuration,9544.0,In vivo,1,,,Serum conc at 3 hours following 25 mg/kg dose,U,,,10791,A,Macaca mulatta,,,
11130,Autocuration,9544.0,In vivo,1,1088.0,,Urine conc 0-5 hours following 25 mg/kg dose,U,,,10791,A,Macaca mulatta,,Urine,
11131,Autocuration,9544.0,In vivo,1,1088.0,,Urine conc 0-24 hours following 25 mg/kg dose,U,,,10791,A,Macaca mulatta,,Urine,
11132,Autocuration,9534.0,In vivo,1,,,Oral bioavailability in African green monkeys; 20-25,U,,,138,A,Chlorocebus aethiops,,,
11133,Intermediate,9541.0,In vivo,1,,,Oral bioavailability in cynomolgus monkey.,N,,,14521,A,Macaca fascicularis,,,
11134,Autocuration,9615.0,In vivo,1,,,Oral bioavailability in dog,U,,,13953,A,Canis lupus familiaris,,,
11135,Intermediate,9615.0,In vivo,1,,,Oral bioavailability in dog at 10 mg/kg oral dose,N,,,12836,A,Canis lupus familiaris,,,
11136,Intermediate,10026.0,In vivo,1,,,Oral bioavailability in hamster at 10 mg/kg oral dose,N,,,12836,A,Cricetinae,,,
11137,Intermediate,10116.0,In vivo,1,,,Oral bioavailability in rat at 10 mg/kg oral dose,N,,,12836,A,Rattus norvegicus,,,
11138,Autocuration,10116.0,In vivo,1,,,Oral bioavailability in rat,U,,,14521,A,Rattus norvegicus,,,
11139,Autocuration,10116.0,In vivo,1,,,Oral bioavailability in rat,U,,,13953,A,Rattus norvegicus,,,
11140,Autocuration,9347.0,In vivo,1,,,Oral bioavailability,U,,,6799,A,Eutheria,,,
11141,Autocuration,,In vivo,1,,,Oral bioavailability was determined; range 49-102%,U,,,11311,A,,,,
11142,Intermediate,9615.0,In vivo,1,,,Oral bioavailability was determined in dogs,N,,,4013,A,Canis lupus familiaris,,,
11143,Autocuration,10116.0,In vivo,1,,,Oral bioavailability in rat,U,,,4013,A,Rattus norvegicus,,,
11144,Autocuration,9347.0,In vivo,1,,,Oral bioavailability,U,,,17591,A,Eutheria,,,
11145,Autocuration,,In vivo,1,,,Oral bioavailability was determined; Not orally available,U,,,17591,A,,,,
11146,Intermediate,10090.0,In vivo,1,,,Percent bioavailability was administered by using 0.4% Methyl cellulose (MC) as vehicle to nude mice at a dose of 25 mg/kg (micronized sample),N,,,15011,A,Mus musculus,,,
11147,Autocuration,10090.0,In vivo,1,,,Bioavailability in mouse (nude) (dose 0.4% Methylcellulose (MC) as vehicle 25 mg/kg),U,,,15011,A,Mus musculus,,,
11148,Autocuration,10090.0,In vivo,1,,,Bioavailability in mouse (nude) using 20% aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle 25 mg/kg,U,,,15011,A,Mus musculus,,,
11149,Autocuration,9544.0,In vivo,1,,,Oral bioavailability in Rhesus monkey,U,,,9552,A,Macaca mulatta,,,
11150,Autocuration,9615.0,In vivo,1,,,Oral bioavailability in dog (female mongrel),U,,,9552,A,Canis lupus familiaris,,,
11151,Autocuration,,In vivo,1,,,Percent oral bioavailability of perorally administered compound (30 mg/kg) was tested,U,,,3639,A,,,,
11152,Autocuration,9615.0,In vivo,1,,,Oral bioavailability in dog,U,,,13397,A,Canis lupus familiaris,,,
11153,Autocuration,,In vivo,1,,,Percentage Bioavailability was evaluated.,U,,,3031,A,,,,
11154,Autocuration,10116.0,In vivo,1,,,Bioavailability in rat administered i.d.,U,,,12818,A,Rattus norvegicus,,,
11155,Autocuration,9347.0,In vivo,1,,,Bioavailability,U,,,4847,A,Eutheria,,,
11156,Autocuration,9615.0,In vivo,1,,,Bioavailability in dog (male Beagle) i.v. administration,U,,,12421,A,Canis lupus familiaris,,,
11157,Autocuration,10116.0,In vivo,1,,,"Bioavailability in rat (dose 20 mg/kg p.o. in 1% methocel, and 5 mg/kg i.v. in PEG400)",U,,,11966,A,Rattus norvegicus,,,
11158,Autocuration,9443.0,In vivo,1,,,Bioavailability in monkey (dose 10 mg/kg i.d. or 0.3 mg/kg i.v.),U,,,11218,A,Primates,,,
11159,Autocuration,10116.0,In vivo,1,,,Oral bioavailability in rat (Sprague-Dawley) (male),U,,,13129,A,Rattus norvegicus,,,
11160,Intermediate,10116.0,In vivo,1,,,The oral bioavailability was measured on rats after oral administration,N,,,12350,A,Rattus norvegicus,,,
11161,Intermediate,10116.0,In vivo,1,,,Bioavailability was evaluated in rat at an intravenous dose of 3 mg/kg and peroral dose of 5 mg/kg,N,,,2231,A,Rattus norvegicus,,,
11162,Intermediate,9544.0,In vivo,1,,,Bioavailability was evaluated in rhesus monkey at an intravenous dose of 1 mg/kg and peroral dose of 1 mg/kg,N,,,2231,A,Macaca mulatta,,,
11163,Autocuration,10116.0,In vivo,1,,,Bioavailability in rat (dose 10 mg/kg i.d.),U,,,12187,A,Rattus norvegicus,,,
11164,Autocuration,9615.0,In vivo,1,,,Bioavailability in dog (male Beagle) i.v. administration,U,,,12421,A,Canis lupus familiaris,,,
11165,Intermediate,10090.0,In vivo,1,,,Biodistribution in CD-1 mice was determined after 1 minute in Striatum(expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,,
11166,Intermediate,10090.0,In vivo,1,178.0,,Biodistribution in CD-1 mice was determined after 1 minute in blood(expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,Blood,
11167,Intermediate,10090.0,In vivo,1,2037.0,,Biodistribution in CD-1 mice was determined after 1 minute in cerebellum(expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,Cerebellum,
11168,Intermediate,10090.0,In vivo,1,,,Biodistribution in CD-1 mice was determined after 1 minute in cortex(expressed as percent injected dose per gram normalized to a 25 g mouse),N,,,13256,A,Mus musculus,,,
11169,Intermediate,10116.0,In vivo,1,1969.0,,Maximum concentration in plasma (Cmax) was evaluated in rat at an intravenous dose of 3 mg/kg and peroral dose of 5 mg/kg,N,,,2231,A,Rattus norvegicus,,Plasma,
11170,Intermediate,9544.0,In vivo,1,1969.0,,Maximum concentration in plasma (Cmax) was evaluated in rhesus monkey at an intravenous dose of 1 mg/kg and peroral dose of 1 mg/kg,N,,,2231,A,Macaca mulatta,,Plasma,
11171,Intermediate,10116.0,In vivo,1,178.0,,Maximum concentration in whole blood recorded in the period 0-24 hr postdose of 1 mg/kg in rat (normalized to a 1 mg/kg dose),N,,,12178,A,Rattus norvegicus,,Blood,
11172,Autocuration,,In vivo,1,178.0,,Maximum concentration in whole blood recorded in the period 0-24 hr postdose of 2.5 mg/kg in rat (normalized to a 1 mg/kg dose),U,,,12178,A,,,Blood,
11173,Autocuration,,In vivo,1,178.0,,Maximum concentration in whole blood recorded in the period 0-24 hr postdose of 5.0 mg/kg GP (normalized to a 1 mg/kg dose),U,,,12178,A,,,Blood,
11174,Expert,10116.0,In vivo,1,,,Maximum concentration observed in rats at an oral dose of 50 mg/kg,N,,,15633,A,Rattus norvegicus,,,
11175,Intermediate,10116.0,In vivo,1,1969.0,,Maximum concentration of compound in plasma administered orally to rats,N,,,14258,A,Rattus norvegicus,,Plasma,
11176,Intermediate,9615.0,In vivo,1,1969.0,,"Maximum concentration (10 mg/kg, orally) in plasma of dogs",N,,,14224,A,Canis lupus familiaris,,Plasma,
11177,Intermediate,9615.0,In vivo,1,1969.0,,"Maximum concentration (10 mg/kg, perorally) in plasma of dogs",N,,,14224,A,Canis lupus familiaris,,Plasma,
11178,Intermediate,9615.0,In vivo,1,1969.0,,"Maximum concentration (5 mg/kg, intravenously) in plasma of dogs",N,,,14224,A,Canis lupus familiaris,,Plasma,
11179,Autocuration,,In vivo,1,,,Maximum concentration after 10 mg/kg by oral administration,U,,,5566,A,,,,
11180,Autocuration,,In vivo,1,,,Maximum concentration at a dose of 1.5 mg/kg,U,,,16935,A,,,,
11181,Autocuration,,In vivo,1,,,Maximum concentration at a dose of 2.0 mg/kg,U,,,16935,A,,,,
11182,Intermediate,9615.0,In vivo,1,1969.0,,Maximum concentration in dog plasma,N,,,14224,A,Canis lupus familiaris,,Plasma,
11183,Autocuration,,In vivo,1,1969.0,,Maximum concentration in plasma after administration of 10 umol/kg dose perorally,U,,,12536,A,,,Plasma,
11184,Autocuration,,In vivo,1,1969.0,,Maximum concentration in plasma after administration of 2 umol/kg dose intravenously,U,,,12536,A,,,Plasma,
11185,Autocuration,,In vivo,1,1969.0,,Maximum concentration in plasma after administration of 4 umol/kg dose intravenously,U,,,12536,A,,,Plasma,
11186,Autocuration,,In vivo,1,1969.0,,Maximum concentration in plasma after administration of 40 umol/kg dose perorally,U,,,12536,A,,,Plasma,
11187,Autocuration,,In vivo,1,1969.0,,Maximum concentration in plasma after administration of 5 umol/kg dose intravenously,U,,,12536,A,,,Plasma,
11188,Intermediate,9615.0,In vivo,1,1969.0,,Maximum concentration in plasma after oral administration in dog (25 mg/kg),N,,,9994,A,Canis lupus familiaris,,Plasma,
11189,Autocuration,,In vivo,1,1969.0,,Maximum concentration in plasma at Tmax,U,,,1434,A,,,Plasma,
11190,Expert,9615.0,In vivo,1,1969.0,,Maximum concentration in plasma recorded 0-6 hr post dose in dog at 10 mg/kg oral dose,N,,,12836,A,Canis lupus familiaris,,Plasma,
11191,Intermediate,10026.0,In vivo,1,1969.0,,Maximum concentration in plasma recorded in the period 0-6 hr post dose in hamster at 10 mg/kg oral dose,N,,,12836,A,Cricetinae,,Plasma,
11192,Intermediate,10116.0,In vivo,1,1969.0,,Maximum concentration in plasma recorded in the period 0-6 hr post dose in rat at 10 mg/kg oral dose,N,,,12836,A,Rattus norvegicus,,Plasma,
11193,Intermediate,10116.0,In vivo,1,1969.0,,Maximum concentration in plasma was determined by oral administration to rats at 20 mg/kg,N,,,12545,A,Rattus norvegicus,,Plasma,
11194,Intermediate,9986.0,In vivo,1,1969.0,,Maximum concentration present in the rabbit plasma following peroral administration of 10 mg/kg,N,,,13856,A,Oryctolagus cuniculus,,Plasma,
11195,Autocuration,,In vivo,1,,,Maximum concentration was calculated,U,,,3550,A,,,,
11196,Autocuration,,In vivo,1,,,Maximum concentration was calculated.,U,,,2632,A,,,,
11197,Autocuration,,In vivo,1,,,Maximum concentration at a peroral dose of 10 mg/kg,U,,,5566,A,,,,
11198,Autocuration,,In vivo,1,,,Maximum concentration of the drug at 10 uM/dg administered perorally,U,,,11883,A,,,,
11199,Autocuration,,In vivo,1,,,Maximum concentration of the drug at 2 uM/dg administered intravenously,U,,,11883,A,,,,
11200,Intermediate,9615.0,In vivo,1,1969.0,,"Maximum concentration of the unchanged compound in dog plasma, recorded in the period 0-6 hr post dose.",N,,,14122,A,Canis lupus familiaris,,Plasma,
11201,Intermediate,10026.0,In vivo,1,1969.0,,"Maximum concentration of the unchanged compound in hamster plasma, recorded in the period 0-6 hr post dose.",N,,,14122,A,Cricetinae,,Plasma,
11202,Intermediate,10116.0,In vivo,1,1969.0,,"Maximum concentration of the unchanged compound in rat plasma, recorded in the period 0-6 hr post dose.",N,,,14122,A,Rattus norvegicus,,Plasma,
11203,Intermediate,10116.0,In vivo,1,1969.0,,Maximum concentration of unchanged drug in plasma recorded in the period 0-6 hr of postdose in anesthetized rat at 60 mg/kg oral dose,N,,,12542,A,Rattus norvegicus,,Plasma,
11204,Intermediate,9615.0,In vivo,1,1969.0,,Maximum concentration of unchanged drug in plasma recorded in the period 0-6 hr of postdose in dog at 5 mg/kg oral dose,N,,,12542,A,Canis lupus familiaris,,Plasma,
11205,Intermediate,10026.0,In vivo,1,1969.0,,Maximum concentration of unchanged drug in plasma recorded in the period 0-6 hr of postdose in hamster at 40 mg/kg oral dose,N,,,12542,A,Cricetinae,,Plasma,
11206,Intermediate,10026.0,In vivo,1,1969.0,,Maximum concentration of unchanged drug in plasma recorded in the period 0-6 hr of postdose to hamster at 40 mg/kg oral dose,N,,,12542,A,Cricetinae,,Plasma,
11207,Intermediate,10116.0,In vivo,1,1969.0,,Maximum concentration of unchanged drug in plasma recorded in the period 0-6 hr of postdose in anesthetized rat at 25 mg/kg oral dose,N,,,12542,A,Rattus norvegicus,,Plasma,
11208,Intermediate,10116.0,In vivo,1,1969.0,,Maximum concentration of unchanged drug in rat plasma in the period 0-24 hr after dosing,N,,,14080,A,Rattus norvegicus,,Plasma,
11209,Intermediate,10116.0,In vivo,1,,,Maximum concentration reached following intravenous administration in male rat,N,,,11911,A,Rattus norvegicus,,,
11210,Intermediate,9615.0,In vivo,1,,,Maximum concentration was determined in an aqueous sodium hydroxide solution adjusted to pH 10 at 10 mg/kg dosage administered perorally in dog,N,,,13204,A,Canis lupus familiaris,,,
11211,Intermediate,10116.0,In vivo,1,,,Maximum concentration was determined in an aqueous sodium hydroxide solution adjusted to pH 10 at 5 mg/kg dosage administered perorally in rats,N,,,13204,A,Rattus norvegicus,,,
11212,Intermediate,9615.0,In vivo,1,,,Maximum concentration was measured after peroral administration of 10 mg/kg of drug in male Beagle dogs,N,,,14346,A,Canis lupus familiaris,,,
11213,Intermediate,10116.0,In vivo,1,,,Maximum concentration was measured after peroral administration of 5.0 mg/kg of drug in male Dawley rats,N,,,14346,A,Rattus norvegicus,,,
11214,Intermediate,10116.0,In vivo,1,,,Maximum concentration was measured after peroral administration of 5.1 mg/kg of drug in male Dawley rats,N,,,14346,A,Rattus norvegicus,,,
11215,Intermediate,10116.0,In vivo,1,,,Maximum concentration was measured after peroral administration of 5.2 mg/kg of drug in male Dawley rats,N,,,14346,A,Rattus norvegicus,,,
11216,Intermediate,10116.0,In vivo,1,,,Maximum drug concentration is determined after oral dosing in rats.,N,,,14127,A,Rattus norvegicus,,,
11217,Intermediate,9615.0,In vivo,1,,,Maximum observed concentration in oral (5 mg/kg) fasted dogs,N,,,14339,A,Canis lupus familiaris,,,
11218,Intermediate,9615.0,In vivo,1,,,Maximum observed concentration in oral (5 mg/kg) fed dogs,N,,,14339,A,Canis lupus familiaris,,,
11219,Autocuration,,In vivo,1,1969.0,,Maximum plasma concentration,U,,,13494,A,,,Plasma,
11220,Intermediate,10116.0,In vivo,1,1969.0,,Maximum plasma concentration (Cmax) was determined in rats after intraduodenal administration of the drug,N,,,14925,A,Rattus norvegicus,,Plasma,
11221,Intermediate,10116.0,In vivo,1,1969.0,,Maximum plasma concentration following oral administration of 26.3 mg/kg in rats,N,,,14474,A,Rattus norvegicus,,Plasma,
11222,Intermediate,9615.0,In vivo,1,1969.0,,Maximum plasma concentration following oral administration of 3.8 mg/kg in Beagle dog,N,,,14474,A,Canis lupus familiaris,,Plasma,
11223,Autocuration,,In vivo,1,1969.0,,Maximum plasma concentration following oral administration of 30 umol/kg,U,,,13917,A,,,Plasma,
11224,Intermediate,10116.0,,1,1969.0,,Distribution of radiolabeled compound in plasma of rat 1 hr after ip administration of dose,N,,,9796,A,Rattus norvegicus,,Plasma,
11225,Intermediate,10116.0,,1,1969.0,,Distribution of radiolabeled compound in plasma of rat 1 hr after ip administration of dose and excess 8 microg of estradiol; fmol equivalents per 100 mg,N,,,9796,A,Rattus norvegicus,,Plasma,
11226,Intermediate,10116.0,,1,1969.0,,Distribution of radiolabeled compound in plasma of rat 1 hr after iv administration of dose; fmol equivalents per 100 mg,N,,,9796,A,Rattus norvegicus,,Plasma,
11227,Intermediate,10116.0,,1,1969.0,,Distribution of radiolabeled compound in plasma of rat 4 hr after ip administration of dose; fmol equivalents per 100 mg,N,,,9796,A,Rattus norvegicus,,Plasma,
11228,Intermediate,10116.0,,1,1969.0,,Distribution of radiolabeled compound in plasma of rat 8 hr after ip administration of dose; fmol equivalents per 100 mg,N,,,9796,A,Rattus norvegicus,,Plasma,
11229,Intermediate,10116.0,,1,995.0,,Distribution of radiolabeled compound in uterus of rat 1 hr after ip administration of dose; fmol equivalents per 100 mg,N,,,9796,A,Rattus norvegicus,,Uterus,
11230,Intermediate,10116.0,,1,995.0,,Distribution of radiolabeled compound in uterus of rat 1 hr after ip administration of dose and excess 8 microg of estradiol; fmol equivalents per 100 mg,N,,,9796,A,Rattus norvegicus,,Uterus,
11231,Intermediate,10116.0,,1,995.0,,Distribution of radiolabeled compound in uterus of rat 1 hr after iv administration of dose; fmol equivalents per 100 mg,N,,,9796,A,Rattus norvegicus,,Uterus,
11232,Intermediate,10116.0,,1,995.0,,Distribution of radiolabeled compound in uterus of rat 4 hr after ip administration of dose; fmol equivalents per 100 mg,N,,,9796,A,Rattus norvegicus,,Uterus,
11233,Intermediate,10116.0,,1,995.0,,Distribution of radiolabeled compound in uterus of rat 8 hr after ip administration of dose; fmol equivalents per 100 mg,N,,,9796,A,Rattus norvegicus,,Uterus,
11234,Intermediate,10116.0,,1,,,Distribution of rat erythrocytes for tube 2 on rate of aging in 2 mL of cell suspension; Minus (-),N,,,8363,A,Rattus norvegicus,,,
11235,Intermediate,10116.0,,1,,,Distribution of rat erythrocytes for tube 2 on rate of aging in 2 mL of cell suspension; Plus (+),N,,,8363,A,Rattus norvegicus,,,
11236,Intermediate,10116.0,,1,,,Distribution of rat erythrocytes for tube 3 on rate of aging in 2 mL of cell suspension; Minus (-),N,,,8363,A,Rattus norvegicus,,,
11237,Intermediate,10116.0,,1,,,Distribution of rat erythrocytes for tube 3 on rate of aging in 2 mL of cell suspension; Plus (+),N,,,8363,A,Rattus norvegicus,,,
11238,Intermediate,10116.0,,1,,,Distribution of rat erythrocytes for tube 4 on rate of aging in 2 mL of cell suspension; Minus (-),N,,,8363,A,Rattus norvegicus,,,
11239,Intermediate,10116.0,,1,,,Distribution of rat erythrocytes for tube 4 on rate of aging in 2 mL of cell suspension; Plus (+),N,,,8363,A,Rattus norvegicus,,,
11240,Intermediate,10116.0,,1,,,Distribution of rat erythrocytes for tube 5 on rate of aging in 2 mL of cell suspension; Minus (-),N,,,8363,A,Rattus norvegicus,,,
11241,Intermediate,10116.0,,1,,,Distribution of rat erythrocytes for tube 5 on rate of aging in 2 mL of cell suspension; Plus (+),N,,,8363,A,Rattus norvegicus,,,
11242,Intermediate,10116.0,,1,,,Distribution of rat erythrocytes for tube 6 on rate of aging in 2 mL of cell suspension; Minus (-),N,,,8363,A,Rattus norvegicus,,,
11243,Intermediate,10116.0,,1,,,Distribution of rat erythrocytes for tube 6 on rate of aging in 2 mL of cell suspension; Plus (+),N,,,8363,A,Rattus norvegicus,,,
11244,Intermediate,10116.0,,1,,,Distribution of rat erythrocytes for tube 7 on rate of aging in 2 mL of cell suspension; Plus (+),N,,,8363,A,Rattus norvegicus,,,
11245,Intermediate,10116.0,,1,,,Distribution of rat erythrocytes for tube 1 on rate of aging in 2 mL of cell suspension; Minus (-),N,,,8363,A,Rattus norvegicus,,,
11246,Intermediate,10116.0,,1,178.0,,"Distribution in blood of rat 5 min after intravenous administration, injected dose/gm",N,,,8684,A,Rattus norvegicus,,Blood,
11247,Intermediate,10116.0,,1,178.0,,"Distribution in blood of rat, 15 min after intravenous administration, injected dose/gm",N,,,8684,A,Rattus norvegicus,,Blood,
11248,Intermediate,10116.0,,1,178.0,,"Distribution in blood of rat, 1 hr after intravenous administration, injected dose/gm",N,,,8684,A,Rattus norvegicus,,Blood,
11249,Intermediate,10116.0,,1,178.0,,"Distribution in blood of rat, 2 hr after intravenous administration, injected dose/gm",N,,,8684,A,Rattus norvegicus,,Blood,
11250,Intermediate,10116.0,,1,178.0,,"Distribution in blood of rat, 30 min after intravenous administration, injected dose/gm",N,,,8684,A,Rattus norvegicus,,Blood,
11251,Intermediate,10116.0,,1,178.0,,"Distribution in blood of rat, 4 hr after intravenous administration, injected dose/gm",N,,,8684,A,Rattus norvegicus,,Blood,
11252,Intermediate,10116.0,,1,178.0,,"Distribution in blood of rat, 6 hr after intravenous administration, injected dose/gm",N,,,8684,A,Rattus norvegicus,,Blood,
11253,Intermediate,10116.0,,1,178.0,,"Distribution in blood of rat, 8 hr after intravenous administration, injected dose/gm",N,,,8684,A,Rattus norvegicus,,Blood,
11254,Intermediate,10116.0,,1,955.0,,"Distribution in brain of rat, 15 min after intravenous administered, injected dose/gm",N,,,8684,A,Rattus norvegicus,,Brain,
11255,Intermediate,10116.0,,1,955.0,,"Distribution in brain of rat, 1 hr after intravenous administered, injected dose/gm",N,,,8684,A,Rattus norvegicus,,Brain,
11256,Intermediate,10116.0,,1,955.0,,"Distribution in brain of rat, 2 hr after intravenous administered, injected dose/gm",N,,,8684,A,Rattus norvegicus,,Brain,
11257,Intermediate,10116.0,,1,955.0,,"Distribution in brain of rat, 30 min after intravenous administered, injected dose/gm",N,,,8684,A,Rattus norvegicus,,Brain,
11258,Intermediate,10116.0,,1,955.0,,"Distribution in brain of rat, 4 hr after intravenous administered, injected dose/gm",N,,,8684,A,Rattus norvegicus,,Brain,
11259,Intermediate,10116.0,,1,955.0,,"Distribution in brain of rat, 5 min after intravenous administered, injected dose/gm",N,,,8684,A,Rattus norvegicus,,Brain,
11260,Intermediate,10116.0,,1,955.0,,"Distribution in brain of rat, 6 hr after intravenous administered, injected dose/gm",N,,,8684,A,Rattus norvegicus,,Brain,
11261,Intermediate,10116.0,,1,955.0,,"Distribution in brain of rat, 8 hr after intravenous administered, injected dose/gm",N,,,8684,A,Rattus norvegicus,,Brain,
11262,Intermediate,10116.0,,1,,,"Distribution in rat fat 15 min after intravenous administration, injected dose/gm",N,,,8684,A,Rattus norvegicus,,,
11263,Intermediate,10116.0,,1,,,"Distribution in rat fat 1 hr after intravenous administration, injected dose/gm",N,,,8684,A,Rattus norvegicus,,,
11264,Intermediate,10116.0,,1,,,"Distribution in rat fat 2 hr after intravenous administration, injected dose/gm",N,,,8684,A,Rattus norvegicus,,,
11265,Intermediate,10116.0,,1,,,"Distribution in rat fat 30 min after intravenous administration, injected dose/gm",N,,,8684,A,Rattus norvegicus,,,
11266,Intermediate,10116.0,,1,,,"Distribution in rat fat 4 hr after intravenous administration, injected dose/gm",N,,,8684,A,Rattus norvegicus,,,
11267,Intermediate,10116.0,,1,,,"Distribution in rat fat 5 min after intravenous administration, injected dose/gm",N,,,8684,A,Rattus norvegicus,,,
11268,Intermediate,10116.0,,1,,,"Distribution in rat fat 6 hr after intravenous administration, injected dose/gm",N,,,8684,A,Rattus norvegicus,,,
11269,Intermediate,10116.0,,1,,,"Distribution in rat fat 8 hr after intravenous administration, injected dose/gm",N,,,8684,A,Rattus norvegicus,,,
11270,Intermediate,10116.0,,1,,,"Distribution in rat heart 15 min after intravenous administration, injected dose/gm",N,,,8684,A,Rattus norvegicus,,,
11271,Intermediate,10116.0,,1,,,"Distribution in rat heart 1 hr after intravenous administration, injected dose/gm",N,,,8684,A,Rattus norvegicus,,,
11272,Intermediate,10116.0,,1,,,"Distribution in rat heart 2 hr after intravenous administration, injected dose/gm",N,,,8684,A,Rattus norvegicus,,,
11273,Intermediate,10116.0,,1,,,"Distribution in rat heart 30 min after intravenous administration, injected dose/gm",N,,,8684,A,Rattus norvegicus,,,
11274,Intermediate,9615.0,,1,,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 5.4 mg/kg after ip administration ( 0-6 hr),N,,,6996,A,Canis lupus familiaris,,,
11275,Intermediate,9615.0,,1,,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 5 mg/kg after ip administration,N,,,6996,A,Canis lupus familiaris,,,
11276,Intermediate,9615.0,,1,,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 5 mg/kg after ip administration (0-6 hr),N,,,6996,A,Canis lupus familiaris,,,
11277,Intermediate,9615.0,,1,,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 5 mg/kg after ip administration ( 0 - 6 hr),N,,,6996,A,Canis lupus familiaris,,,
11278,Intermediate,9615.0,,1,,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 5 mg/kg after ip administration ( 0-6 hr ),N,,,6996,A,Canis lupus familiaris,,,
11279,Intermediate,9615.0,,1,,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 5 mg/kg after ip administration ( 0-6 hr),N,,,6996,A,Canis lupus familiaris,,,
11280,Intermediate,562.0,,1,,,Observed diffusion coefficient in organic solvent for Escherichia coli,N,,,15599,A,Escherichia coli,,,
11281,Intermediate,10116.0,,1,178.0,,"Concentration of compound in blood of rats, pretreated with 6-Hydroxydopamine assessed using [18F]- as radiotracer",N,,,9614,A,Rattus norvegicus,,Blood,
11282,Intermediate,10116.0,,1,178.0,,"Concentration of compound in blood of rats, pretreated with desmethylimipramine, assessed using [18F]- as radiotracer;Dose/g",N,,,9614,A,Rattus norvegicus,,Blood,
11283,Intermediate,10116.0,,1,2081.0,,"Concentration of compound in left atrium of rats, pretreated with 6-Hydroxydopamine assessed using [18F]- as radiotracer",N,,,9614,A,Rattus norvegicus,,Cardiac atrium,
11284,Intermediate,10116.0,,1,2081.0,,"Concentration of compound in left atrium of rats, pretreated with desmethylimipramine, assessed using [18F]- as radiotracer;Dose/g",N,,,9614,A,Rattus norvegicus,,Cardiac atrium,
11285,Intermediate,10116.0,,1,,,"Concentration of compound in left ventricle of of rats, pretreated with 6-Hydroxydopamine assessed using [18F]- as radiotracer",N,,,9614,A,Rattus norvegicus,,,
