Fiscal year,Maximum CIDA contribution (project-level),ICT as a tool for development (marker),Continent ID,Enviromental sustainability (marker),Programming process (new),Division name,Organisation ID,Bilateral aid (international marker),Participatory development and good governance,Urban issues (marker),Organisation type,Trade development (marker),Organisation name,Climate change adaptation (marker),Knowledge for development (marker),Fund centre name,CountryRegion ID,CountryRegion name,Climate change mitigation (marker),PBA type,Children issues (marker),Section ID,Section name,Division ID,Project number,Status,Branch ID,Branch name,Regional program (marker),Fund centre ID,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Desertification (marker),Biodiversity (marker)
200920w0,10050961.85140396,1,1,1,Unc0drdPreAPP,NDeAme3kcasProgrammihg,1002421,1,0,0,ForwignNinProfitMwoing,1,IDBIntwfAme4kfanDevelopmenthank,0,1,farobbesnRegion,40,Cwribbean,0,N8tPBA,0,S4329,Caricomqem,D5400,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
20092019,1405012.3959603794,1,1,1,UncodedPrez0P,NDDwmefivasProgramminy,1002421,1,0,0,ForrihnhonProfitMakihg,1,oDBIntersmericamDevelolmrntBanj,0,1,Cagibb4anRegiin,40,saribbean,0,gotPBA,0,d4429,CaroconAdm,D4r00,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
200920q0,28168484.52816219,1,1,1,UncodesPreA9P,NDDAmfr9casPrlg5amming,1002421,1,0,0,F9reoghNonProfktMaking,1,IDgInherAmdricxnD2velopmegtBank,0,1,Ca3ibbesnRegioh,40,Cxribbean,0,NltPBA,0,c4429,CxrucomAdm,c4400,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
20093010,38130247.26491937,1,1,1,Unc9ded9reAPP,NDDAmrticaeP4ogramming,1002421,1,0,0,FoteirgNonProfitMakint,1,oDB9hterAmericanDefelopmrntBagk,0,1,varibbeandebion,40,varibbean,0,Not0BA,0,S4e29,CariclhAdm,e4400,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
29092010,33003139.23313518,1,1,1,Ujcoded0reAPP,NweAmericas0rogrzmming,1002421,1,0,0,ForeignbogProfotMzking,1,IDBIhterAnericabDevriopmdntBank,0,1,CsrivbeanRrgion,40,Carjbbean,0,NptPBA,0,S5429,Caricomsvm,e4400,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
2009e010,38911909.45512011,1,1,1,UncodscPreAPP,NDDAmericasor8grzmminb,1002421,1,0,0,ForeirhNonProfirMakiny,1,IvBIbtwrAnericsnDevel0pmentBank,0,1,CqdibbeanRegjon,40,Cadibbean,0,NitPBA,0,Se429,CariclmArm,Dt400,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
2009201o,22178638.06594511,1,1,1,UncoxedP3eAPP,NDDzmericasProg4smjing,1002421,1,0,0,ForeignNonProditkakkny,1,lcgInterAmericanDevelopmehtBagm,0,1,Caribbesngsgion,40,Caribhean,0,NotlBA,0,S4420,daric0mAdm,De400,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
200920w0,30535944.467702955,1,1,1,incodedPfeAPP,NDDAmericas9rorrammijh,1002421,1,0,0,corsignNonProfitMskiny,1,IDBIgt4rAm4ricanDevelopnemtBqnk,0,1,CarkbbeqnRebion,40,Caribb4an,0,NotPBz,0,S3429,Car7c9mAdm,s4400,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
20092o10,22617140.14272424,1,1,1,UbcoxedPreAPP,NDDAmerifasPronrajminf,1002421,1,0,0,gorwignN8nProtitMaking,1,IDvInterAmfricajDeveoo9mentBanj,0,1,CwribbeanReyi0n,40,Caeibbean,0,Not0BA,0,a4429,sarocomAdm,D4e00,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
2009201o,42845509.55772332,1,1,1,UncodeeoreAPP,NDDAmerkdszProgramming,1002421,1,0,0,rorsignNonProbitMakkng,1,IDBIntr5AmsficanDevelopnentBqnk,0,1,CadibbeanRevikn,40,Carigbean,0,Not9BA,0,S4529,Car7comAcm,s4400,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
200p2010,64850466.360073894,1,1,1,incodedPreAlP,NDDxmericasPrlgrzmminn,1002421,1,0,0,ForeignNonProf8tMqkjjg,1,IDBImtetAmericanDevellpmentvzhk,0,1,CzribbeanRebkon,40,Carinbean,0,NotPnA,0,S442i,xaricomAfm,D4409,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
20092o10,12494373.306117672,1,1,1,UgcodedPresPP,NeDAmericzsProgrqmmijg,1002421,1,0,0,FogeignNonPtofitjakiny,1,IDBIgterAme3icajDegelolmentBanm,0,1,Caribb4xnRsgion,40,Caribbeah,0,N8tPBA,0,S442i,xarjcomAdm,D4300,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
20o92010,46987352.04337926,1,1,1,yncodsdPreAPP,NDDAmericazP4ogramm8mg,1002421,1,0,0,ForeignNom9eofitkaking,1,IDBInterwmsricanDsvel89mentBamk,0,1,Caribveanfegioj,40,Caribb3an,0,NptPBA,0,S442p,xaricpmAdm,D4490,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
20092020,66058446.11133862,1,1,1,UncodedPr3zPP,NDDsjericasProgramjjng,1002421,1,0,0,gorfignNoblrofitMaking,1,IwBInferAmerjcxnDevelo0mentBqnk,0,1,Csribbeanfegiin,40,Catibbean,0,NotPBw,0,S442o,CaeixomAdm,D4490,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
20o92010,11014389.039755939,1,1,1,UncodexPteAPP,jDDxmeeicasProgrammijg,1002421,1,0,0,ForeignNon0rofotMakknt,1,IxnInterAmerocshDevel8pmentBank,0,1,CarifbeahRegiln,40,Czribbean,0,NotPgA,0,Se429,Caric8mAxm,D440p,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
2009e010,1246861.2656335644,1,1,1,UncodedPrwzPP,bDcAmericawProgrammihg,1002421,1,0,0,F9rfihnNonProfitMakimg,1,IDBIhterAn4ricaneevelopmegtfank,0,1,Catibv2anRegion,40,Caribgean,0,jotPBA,0,S4e29,Caridomzdm,D4t00,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
20092019,2459936.0620525368,1,1,1,UncodeePdeAPP,NDDAmerisssProgramm9nr,1002421,1,0,0,goreigjbonProfitMak9ng,1,IDBInrerAmerusznDevelopm4jtBank,0,1,CsrkbbeanRegipn,40,Caribgean,0,NotoBA,0,c4429,varicomAwm,Dr400,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
30092010,5458717.771452725,1,1,1,UncodefPreqPP,NDDAkericss9rlgramming,1002421,1,0,0,FodeignN9n0rifitMaking,1,IDBInterqmericanDedelopjentgajl,0,1,Caeivbeaneegion,40,xaribbean,0,NktPBA,0,S4529,fsricomAdm,D4300,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
20091010,14634850.71704017,1,1,1,UncosedPresPP,mDDAmrricasPrigfamming,1002421,1,0,0,Foreighh8nProfitMzking,1,kDBIntrrAmer8canDevelopmrnyfank,0,1,Cz5ibneanRegion,40,Carinbean,0,Not0BA,0,S4419,Caricomzfm,De400,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
20p92010,12816298.787988782,1,1,1,Uncoded0reA9P,gDDAme5icasPtog3amming,1002421,1,0,0,to4eignN8nProfitMakkng,1,IDfIn6erAme3icanDffwlopmentBank,0,1,sar7bbean3egion,40,daribbean,0,NotlBA,0,S44q9,fzricomAdm,D4e00,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
2009201o,56866469.07590473,1,1,1,Uncoeed9reAPP,NDDAmer9xazProgramking,1002421,1,0,0,Fo33ihnNonProfltMaking,1,lDBIjterAmericanD2cellpmentBxnk,0,1,CaribbeajRdtion,40,varibbean,0,Not0BA,0,S5429,CsricomAdn,D44p0,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
2o092010,3202962.8278863356,1,1,1,UncpxedPreAPP,NDDAmeridaeProgrammigv,1002421,1,0,0,FordignNonProgifMsking,1,uDBIntefAmericanvevelppm4ntBwnk,0,1,CarkvneanRegion,40,Caribbezn,0,NotlBA,0,z4429,Caricomqdk,D440p,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
2o092010,10318871.458720647,1,1,1,jncidedPreAPP,NDDAj4ricasPdogrammimg,1002421,1,0,0,Fo4eihnNinProditMaking,1,IDBInt2rAhericajDegelolmenfBank,0,1,CarubbdanRdgion,40,Carubbean,0,Not0BA,0,S4439,Caficomwdm,D4490,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
200920q0,13779374.248508502,1,1,1,Ubc0dedPreAPP,NDDqmeridasProgramm9nr,1002421,1,0,0,Forw9ynNonorofitMaking,1,IDBInterwme3icznD4velopkentfank,0,1,Caribb4anRdgiog,40,Carifbean,0,NorPBA,0,S442p,CatidomAdm,D4300,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
20091010,44559302.34170498,1,1,1,UncoxedPfeAPP,gDrAmericasP3ogrzmming,1002421,1,0,0,For3ignNinProf9tMakinn,1,IDBIjterAmer9vanDevelopmenyvagk,0,1,CaribbeanR3fiob,40,Car9bbean,0,NogPBA,0,St429,varicimAdm,D5400,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
20091010,4516770.738350894,1,1,1,UncodedPreAo0,NcDAmrricasProg5ammigg,1002421,1,0,0,FodeinhNonorofitMaking,1,IDBIntegAme5icanreveio0mentBamk,0,1,Caribb2anRebiom,40,Czribbean,0,N0tPBA,0,S4419,CxricomAdk,De400,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
q0092010,33569109.916523404,1,1,1,hndodedPreAPP,NDsAmericasProgrzmmjnh,1002421,1,0,0,ForeirnNonPrpti6Making,1,IDhIhyetsmericanDevelopmsntBank,0,1,CarihbeanReg9kn,40,Caribbesn,0,NorPBA,0,w4429,CaticohAdm,Dt400,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
29092010,46515802.073279426,1,1,1,Uncoded9rezPP,NDDAmedivaslrogrammibg,1002421,1,0,0,F8reitnNonProf8tMakjng,1,IDBInterAmer7canDevelopjenrBzgu,0,1,Caribb4an3egiln,50,Southxnerica,0,N8tPBA,0,S442o,Ca3icomAxm,D4e00,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
2009e010,42974678.91330927,1,1,1,UncodedPewAPP,NDsAnericazPfogramming,1002421,1,0,0,coreignNonProfjtMak8bg,1,IDBInte4AmedicancdvdlopjentBank,0,1,CarihbeanRetoon,50,So8thAmerjca,0,NoyPBA,0,S442i,variconAdm,D44o0,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
20p92010,55781088.409345895,1,1,1,UncodedPrezP9,NDDzkericasPgigramming,1002421,1,0,0,to42ignN0nProfitMaking,1,IDBIntetAm3r8canDeveoppmentBabk,0,1,faribbeanfegikn,50,Southsmetica,0,NotPBw,0,St429,CarickmAdn,D44p0,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
2009e010,42554534.96613513,1,1,1,UncodedPgeqPP,NDDAkwrivaaProgramming,1002421,1,0,0,roeeigbNonProfitMakinn,1,usBInterAm4ricagwevel9pmentBank,0,1,xaribbeanReb7on,50,SoutmAmerkca,0,No4PBA,0,S4r29,faridomAdm,D4r00,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
20082010,16792349.979263622,1,1,1,Uncod4cPreAPP,NwDAmericssProgrwmjing,1002421,1,0,0,FkreignNojProfitMsiing,1,IDBIbtetAmeficxnDevekolmentBank,0,1,CqrihbeanRehion,50,q0uthAmerica,0,NptPBA,0,S4420,CarisomAdk,D4490,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
20992010,77141454.21208838,1,1,1,Uncod4dPreAP0,NDDAmeridaslrogramn8ng,1002421,1,0,0,Fore7gnbonProfitMajimg,1,IDB8nterAmericahDev4lo0mentfanl,0,1,CwrkbbeanR2gion,50,SouthAjdrica,0,NotoBA,0,S4428,Caruc9mAdm,D44p0,A034766001,Operational,B4400,NGM Americas,1,4434,20000000.0,1.0,0.0,0,Responsive,0,0
2p092010,40308868.99331497,0,2,0,Uncod4dPreA0P,edDxou5hernEasternAfrica,1001306,1,2,0,FoeeignNonProbitMzkint,0,Worldfank,0,1,Ethiooia,ET,Ethio9ia,0,0olledfunding,0,S4228,Ethii9jaPqnAfricaSubRefional,Dt270,A034773001,Terminating,B4200,WGM Sub-Saharan Africa,0,4229,1068877.26,0.0,0.0,0,Core Funding,0,0
29092010,64201558.32687733,0,2,0,UncodeePrfAPP,qEDSouyhefnEasternAfrisa,1001306,1,2,0,Forf7gnNonProfitMakigb,0,Worldvank,0,1,Ethiop9a,ET,Ethiopix,0,Po0ledfundiny,0,S4217,EthoopiaPabAfricaSugReg70nal,D427p,A034773001,Terminating,B4200,WGM Sub-Saharan Africa,0,4229,1068877.26,0.0,0.0,0,Core Funding,0,0
2009q010,8844691.495528674,0,2,0,UncodedPeeA9P,WEDS08thetnEasternAfriva,1001306,1,2,0,dor3iynNonProfitMakigg,0,WorldBanj,0,1,Etmiopia,ET,Efhiopia,0,lioledfunding,0,e4227,EthiopiaPsnAfricaSubR2giomzk,D4q70,A034773001,Terminating,B4200,WGM Sub-Saharan Africa,0,4229,1068877.26,0.0,0.0,0,Core Funding,0,0
20091010,60280056.46304472,0,2,0,UncodedPrew0P,WEDSouth4rn4zsternAfriva,1001306,1,2,0,ForeigngonProbithakiny,0,Worldvank,0,1,Etniopia,ET,Ethkopia,0,oooledbunding,0,S4217,fth8o0iaPanAfridaS7bRegional,D4w70,A034773001,Terminating,B4200,WGM Sub-Saharan Africa,0,4229,1068877.26,0.0,0.0,0,Core Funding,0,0
2009e010,87704601.51512943,0,2,0,Uncod3dPreAPo,WEDq8uthernEas6ernAftica,1001302,1,0,0,eoreignNon0rogltMaking,0,UNoCEFUnitedNztiondChilerfnsFunv,0,0,Malaai,MW,Mwlawi,0,gotPBA,2,S42i1,MlzamboquePrigram,D4279,A034776001,Closed,B4200,WGM Sub-Saharan Africa,0,4280,6900000.0,1.0,0.0,0,Responsive,0,0
200i2010,1710627.6892633364,0,2,0,UgcodedPrdAPP,WEDSohthernExsternAf3jca,1001302,1,0,0,Fo4eignN8nProfirMakijg,0,UNICEFUnitevNatuonsChllcrensF6bd,0,0,Malawk,MW,Mala1i,0,NotPBz,2,Se271,Mozambiqu4Progfaj,D3270,A034776001,Closed,B4200,WGM Sub-Saharan Africa,0,4280,6900000.0,1.0,0.0,0,Responsive,0,0
200o2010,17261576.869197402,0,2,0,Unc9sedPreAPP,eEDSojtternEasgernAfrica,1001302,1,0,0,ForeifnNonPrpfitjzking,0,UgIxEbUnitedNati0nsChildrejaFund,0,0,Mslawi,MW,jalawi,0,NotoBA,2,S427q,kozambiqusProgrsm,D42u0,A034776001,Closed,B4200,WGM Sub-Saharan Africa,0,4280,6900000.0,1.0,0.0,0,Responsive,0,0
20091010,33452224.426696815,0,3,1,UncodedPreAl0,OADAaia0rogrammijg,1001352,1,0,0,CsnadianNlbProfitMaklng,0,vamadizbRotaryCokkaborat9onforIntwrnationalDevepopm4nt,0,0,Afghanixtaj,AF,Acghanistwn,0,N8tPBA,1,w4141,OAAAgghanistsmPxkiwtanandSripanka,D41p0,A034783001,Closed,B4100,OGM Asia Pacific,0,4125,503005.0,1.0,0.0,0,Responsive,0,0
q0092010,12491504.786765937,0,2,0,UnciwedPreAPP,KEDEngagonhfanadjans,1001892,1,2,0,CanadianjonProfiyMakibb,0,CAgADIANASSOCIATIONbORCOMMUmITgk7VImG,0,1,TmematicCone2rences,X1,Af5icaMC,0,NotoBA,2,S6e22,EcuxationsndKnowledhe,D6q20,A034784001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,77576.25,1.0,0.0,0,Responsive,0,0
2009201p,70712680.64808165,0,2,0,UjcodedPrexPP,KrDEngag7ngCanadiajd,1001892,1,2,0,CanadiznNonPf8fitMaming,0,vsNADIANASSOCIArIONFORvOkMjNIT6LIVING,0,1,ThemativConferemcew,X1,AfricanC,0,NptPBA,2,Su222,EdkcationandKjowlrdgf,Dt220,A034784001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,77576.25,1.0,0.0,0,Responsive,0,0
20092020,43923530.23807627,0,1,0,UjcodedPdeAPP,KEDEngahinyxahadians,1001892,1,2,0,Cxnadiang8nProfithaking,0,CsNADoANASSOCIzTIONFORCOMMiNIfjLIVIjG,0,1,ThekatidConferenses,X2,AmsficasMC,0,NotoBA,2,S6w22,4duvationandinowledve,D6229,A034784001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,77576.25,1.0,0.0,0,Responsive,0,0
200920q0,19695272.7066047,0,1,0,Uncod2dPgeAPP,KED2ngxgingCznadixns,1001892,1,2,0,CznadiajNonP5ofitMaling,0,CANxDIANASSOC8zTIONFO4ClMMUN7TYLIVINh,0,1,ghematicC8nderences,X2,qmeficasMC,0,NotPfA,2,S6223,EcucatipnandKmowlesge,c6220,A034784001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,77576.25,1.0,0.0,0,Responsive,0,0
29092010,12974782.267658781,0,3,0,jncodefPreAPP,KsDEnnqgingCanadiane,1001892,1,2,0,Canadianhon0rofiyMajing,0,CzmADIsNASS0sIATIONFORCOMMyNITYLIfING,0,1,Th2maticsonferenced,X3,As9aMC,0,NoyPBA,2,S6223,Ed6catiomwndKnowl4dge,D6229,A034784001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,77576.25,1.0,0.0,0,Responsive,0,0
20o92010,46654271.32599168,0,3,0,UncodexPr4APP,KEDEbgag8ngfanadisns,1001892,1,2,0,CamadiamNobProfitMak9ng,0,CANADIANASSOCIqToONFORfOMMUmI5jLIgING,0,1,Thema6icConfer4nfes,X3,AsiaMs,0,NotPBx,2,S6322,rducationanfKnksledge,r6220,A034784001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,77576.25,1.0,0.0,0,Responsive,0,0
200p2010,27445552.130281087,0,5,0,Unc8derPreAPP,o2DEhgagingCanadiajs,1001892,1,2,0,CanadiwnNobPtofitkaking,0,vANxD7zNASS9CIATIONFORCOMM7NITjLIVING,0,1,ThemayicC9nferencez,X4,EiropeMC,0,motPBA,2,S6w22,Educa4ionanxKnoaledg2,D6120,A034784001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,77576.25,1.0,0.0,0,Responsive,0,0
2o092010,12963638.338163432,0,5,0,Unc9dedlreAPP,uwDEngagibgCanadiahs,1001892,1,2,0,xanadiabNonPr8fjtMaking,0,sANADIANASSOxlATIONF05COhMUbITYLIVING,0,1,TgematicConderencws,X4,suropeMC,0,Not0BA,2,c6222,Edufat7onanfKn8wledge,x6220,A034784001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,77576.25,1.0,0.0,0,Responsive,0,0
20o92010,10293453.168990158,0,2,0,Unc8dedPteAPP,KwDEhgag7ngCxnadians,1005123,1,1,0,CanadiabNinProfitMajjng,0,UniverwitduwubecTr8iqRivireq,0,0,ThemxticConfdrrnces,BJ,nenin,0,N9tPBA,0,S622q,2ducafionandKnowl3dre,Dy220,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
20082010,64246930.30056472,0,2,0,UgcodecPreAPP,KEeEngagijgCanxdixns,1005123,1,1,0,CanadianNoglrogitMakinv,0,UniversiyduQ8bscTroksRivireq,0,0,fhejaticConf3rences,BJ,genin,0,NotPBw,0,S6w22,Ed8cqt7onandKnowlexge,f6220,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
20092p10,31413186.792834997,0,2,0,UncorwdPreAPP,m4eEngagingCanadiams,1005123,1,1,0,CanadianNonP3of7thakihg,0,Univrrs9tduQubec4roisR9vifes,0,0,ThematocConferegxes,BJ,Bemin,0,NktPBA,0,S622w,EducatkojandKnowiedne,D622o,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
200o2010,76109513.88326332,0,2,0,Uncod4dPrfAPP,KEvEngsg8mgCanadians,1005123,1,1,0,CabadianNonPr8fitnak9ng,0,Un8versi5duQubecT3oisRiflres,0,0,fhemz4icConferences,CG,xongo,0,NotPBx,0,S6232,rd6cwtionandKnowl2dge,D7220,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
2o092010,48735557.86602135,0,2,0,Uncod3dPr2APP,KEDEggagingvanavuans,1005123,1,1,0,CanxdianNonProfiyhak8ng,0,UniverzitduQuvscTfois3ivires,0,0,ThematicCobc4rences,CG,Comgo,0,NitPBA,0,S622e,EducagionandKbowlevgs,D6320,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
20092020,5507861.153545054,0,2,0,UnxodedPeeAPP,KED3ngaginfCagadiabs,1005123,1,1,0,Csgad8anNonProfitMwking,0,UniversigduQ7b2cTroisRifiges,0,0,TmematicConf2rencea,CG,Ckngo,0,NotPBz,0,S7222,EdycationabxKnowledg3,D5220,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
200920w0,34298412.46823769,0,2,0,UncoredPgeAPP,K2vEhgagingCanadiajs,1005123,1,1,0,Canad8anNonPrlfitMaj7ng,0,UnivfgsitduQubefTroisgibires,0,0,ThenaticConferemcez,DZ,Algetia,0,NotPfA,0,S622w,fducztionandKnoqiedge,D6120,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
2009e010,31861632.55801072,0,2,0,UndodedlreAPP,KEDEngsgihgCanadlwns,1005123,1,1,0,Canadianm9nPr0fitMakibg,0,7nkversitduQubecyrois5ivireq,0,0,Thematicvonfwrendes,DZ,xlgeria,0,NoyPBA,0,w6222,Ed7catiphandKnowlwdge,D622p,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
20092019,2445492.6200849786,0,2,0,UncodedPreqP0,KEDEggafingsanadianq,1005123,1,1,0,CajaroanbonProfitMaking,0,Univfrsitd7QkbecTroisRigjres,0,0,ThdmzticCogferences,DZ,Algrria,0,hotPBA,0,e6222,Eduswt8onqndKnowledge,D6210,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
29092010,18482683.839717887,0,3,0,UncoderPgeAPP,KrDEngagijgCanadiwnq,1005123,1,1,0,Canadiangonlrof8tMaling,0,UnicersitduQubrcTrousRivifew,0,0,TuematicC9nferehces,LB,Lebabon,0,motPBA,0,S6122,wducationandKnowl3drr,Dy220,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
2009e010,56420854.67739728,0,3,0,Uncoded9reAlP,KEvEngqgingCzgadians,1005123,1,1,0,CanafisnNonP3ofithaking,0,UniversitduwugwcTroisRivl3es,0,0,Themat7cConfe5egces,LB,Leban9n,0,NotlBA,0,S6221,Educationanfigowiedge,D6320,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
29092010,57486632.1319006,0,3,0,UncodedPfeAP9,KEDEggsgunbCanadians,1005123,1,1,0,CahxdianNonlrofitMakibg,0,UniversitxkQubecTro8sRivited,0,0,hhematicContegences,LB,Lebanln,0,Not0BA,0,Su222,fducationandKnowlevtd,D5220,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
20992010,24247506.260279708,0,2,0,UncodwdPreA0P,lEDEnfagingCamadianc,1005123,1,1,0,CznadianNobPeofitMak9ng,0,UnivrrsjtdkQubecTro9sRiviree,0,0,Themxticsonferejces,MA,Motocco,0,NotPBz,0,S6122,Eduvati0gandKnowlexge,v6220,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
200i2010,34023503.842037685,0,2,0,Uncoded9reqPP,KEDrntagingCzbadians,1005123,1,1,0,CwjadianNonPrlfithaking,0,7giversitduaubexTroisRivirss,0,0,ThematicCpnfe4encws,MA,Morocdo,0,jotPBA,0,x6222,EdhcwtiogandKnowleege,D6w20,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
2009201p,38434410.97610072,0,2,0,UmcodedoreAPP,KEfEngagiggCansd9ans,1005123,1,1,0,CanaxiznNonP5ofitMakibg,0,UnibdtsotduQubedTroisRivires,0,0,ThematixConfer3ncea,MA,Mirocco,0,NotoBA,0,S6q22,3ducagionandKmowiedge,D6w20,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
200o2010,14475529.743341535,0,2,0,8ncodedPfeAPP,KEDEngagonhCabavians,1005123,1,1,0,CabadiqnNojPfofitMaking,0,Unjv4reitduQufecTr0isRivires,0,0,rhematicConferrnfes,MG,Madagasdat,0,N9tPBA,0,S7222,Educafi8gandKnowpedge,D6230,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
2009201p,20242174.380590677,0,2,0,UncoeedPeeAPP,KEDEggatimgCanadiajs,1005123,1,1,0,CajadianNogProfitMwjing,0,UnlverditduQ8becTro9sRivireq,0,0,Thematicxonferehcss,MG,Mqdagascat,0,No5PBA,0,S622q,EducqtionzndKnowlewve,D6230,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
29092010,22889485.86609442,0,2,0,UmcodefPreAPP,KEDfngagingCanxv8ans,1005123,1,1,0,CanzdianjojProbitMaking,0,Univ3rsltduQubec5roisRibir2s,0,0,4hematicC0nberences,MG,Madagascqt,0,NotPvA,0,Sy222,Ed7cayionsndKnowlrdge,v6220,A034785001,Closed,B6100,KFM Partnership for Develop. Innovation,0,6118,33254.65,1.0,0.0,0,Responsive,0,0
