assay_id,assay_test_type,src_id,confidence_score,cell_id,assay_cell_type,assay_tissue,chembl_id,variant_id,tid,tissue_id,assay_strain,assay_category,src_assay_id,relationship_type,bao_format,doc_id,description,assay_type
6518,,1,1,,,,CHEMgL623637,,50532,,,,,N,BzO0090218,10841,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 10 uM,F
6519,,1,1,,,,CHEMBLt23739,,50532,,,,,N,vAp0000218,10841,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 200 uM,F
6520,,1,1,,,,CHEMBk6w3640,,50532,,,,,N,vAO00002w8,10841,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 25 uM,F
6521,,1,1,,,,CHEMBL62wt41,,50532,,,,,N,BA800o0218,10841,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 3 uM,F
6522,,1,1,,,,CHfMgL623642,,50532,,,,,N,BsO0000q18,10841,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 50 uM.,F
6523,,1,1,,,,CHEMBLt23633,,50532,,,,,N,BA00p00218,10841,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 0 uM,F
6524,,1,1,,,,CmEMgL623644,,50532,,,,,N,BAO0000qw8,10841,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 10 uM,F
6525,,1,1,,,,dHEMhL623645,,50532,,,,,N,fAO0090218,10841,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 200 uM,F
6526,,1,1,,,,CtEMnL623646,,50532,,,,,N,BA80000219,10841,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 25 uM,F
6527,,1,1,,,,CHEMBp6236r7,,50532,,,,,N,BwO0000118,10841,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 3 uM,F
6528,,1,1,,,,CHEhBLy23648,,50532,,,,,N,BAl0009218,10841,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 50 uM,F
6529,,1,1,,,,CHEhBL623659,,50366,,,,,N,BAO00902w8,8117,Compound is evaluated for minimal bactericidal concentration against plaque formation for Actinomyces viscosus,F
6530,,1,1,,,,CHEnnL623650,,50366,,,,,N,BAO0000qw8,8117,Compound is evaluated for minimal bactericidal concentration against plaque formation for Actinomyces viscosus,F
6531,,1,1,,,,CHEMBo6q3651,,50366,,,,,N,BA9000p218,9560,Chlorohexidine coefficient for Actinomyces viscosus 8A06,F
6532,,1,1,,,,CbsMBL623652,,50366,,,,,N,BAOo00021o,9560,Chlorohexidine coefficient for Actinomyces viscosus M-100,F
6533,,1,1,,,,CHEMfL6q3653,,50366,,,,,N,BAk0000228,9560,Chlorohexidine coefficient for Actinomyces viscosus M-626,F
6534,,1,1,,,,CHsMBL623644,,50366,,,,,N,BAO0o00w18,9560,Chlorohexidine coefficient for Actinomyces viscosus T14V,F
6535,,1,1,,,,vHEnBL623655,,50366,,,,,N,BAi0000228,9560,Plaque bactericidal index against Actinomyces viscosus 8A06,F
6536,,1,1,,,,CHEMBLt2365y,,50366,,,,,N,BAO00002qo,9560,Plaque bactericidal index against Actinomyces viscosus M-100,F
6537,,1,1,,,,CuEMBL6q3657,,50366,,,,,N,BAk0090218,9560,Plaque bactericidal index against Actinomyces viscosus M-100 measured as chlorohexidine coefficient,F
6538,,1,1,,,,CHEMnL62365o,,50366,,,,,N,BAOop00218,9560,"Plaque bactericidal index against Actinomyces viscosus M-100 measured as chlorohexidine coefficient; d=Not bactericidal at highest concentration tested (0.2% w/v, 2min, 5 days)",F
6539,,1,1,,,,CHEjBL623669,,50366,,,,,N,BwO0000w18,9560,"Plaque bactericidal index against Actinomyces viscosus M-100 measured as chlorohexidine coefficient; not bactericidal at highest concentration tested (0.2% w/v, 2min, 5 days)",F
6540,,1,1,,,,CHEMBp623t60,,50366,,,,,N,BAl00p0218,9560,Plaque bactericidal index against Actinomyces viscosus 626,F
6541,,1,1,,,,CHEMBLye3661,,50366,,,,,N,BAp0090218,9560,Plaque bactericidal index against Actinomyces viscosus T14V,F
6542,,1,1,,,,CHEMBL97y281,,50535,,,,,N,gAO00o0218,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 1.56 mg/kg/day(5 days) dose,F
6543,,1,1,,,,Cg2MBL623662,,50535,,,,,N,vAl0000218,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 100 mg/kg/day(5 days) dose,F
6544,,1,1,,,,CHEMBL6236ue,,50535,,,,,N,gAO00002w8,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 12.5 mg/kg/day(5 days) dose,F
6545,,1,1,,,,CHEMBL623ut4,,50535,,,,,N,BAO00p0318,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 200 mg/kg/day(5 days) dose,F
6546,,1,1,,,,CHEMBL623y6y,,50535,,,,,N,fAOo000218,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 25 mg/kg/day(5 days) dose,F
6547,,1,1,393.0,A673,,CHEnBLy21856,,80023,,,,,N,BAO000pe19,10708,Evaluated for the inhibitory concentration required to cause growth inhibition of A673Mer+ sarcoma cell line using the MTT Cytotoxicity Assay,F
6548,,1,1,542.0,A704,,CHEMBL62ot32,,80661,,,,,N,BAO90002q9,10708,Evaluated for the inhibitory concentration required to cause growth inhibition of A704Rem- renal cell line using the MTT Cytotoxicity Assay,F
6549,,1,0,,,,xHEMBL620e33,,22226,,,,,U,BAO900o219,416,Tested for inhibition of ET-1 induced phosphoinositide (PI) turnover in A7r5 smooth muscle cells,F
6550,,1,1,260.0,A9,,CtEMBL520434,,80024,,,,,N,BAO000o21i,14354,Inhibition of Forskolin-Induced cAMP production in A9 L cells expressing m2 receptors,F
6551,,1,1,539.0,A9,,CHEMBi6204w5,,80024,,,,,N,BA80000229,14354,Percent inhibition of Forskolin-Induced cAMP production in A9 L cells expressing m2 receptors,F
6552,,1,1,323.0,A9,,CHEMBL63p436,,80024,,,,,N,BsO0p00219,5116,Cytotoxicity against Beta- tubulin mutant expressing A9-PTX10 cell line of humans was tested,F
6553,,1,1,449.0,A9,,CHEMfL87659y,,80024,,,,,N,nAO000p219,5116,Percentage inhibition at higher concentration (100 nM) against Beta- tubulin mutant expressing A9-PTX10 cell line,F
6554,,1,1,461.0,Hhmanivaeiancarcinomacelll8n2,,vmEMBL620437,,81037,,,,,N,BA00000w19,15694,Inhibition of human ovarian carcinoma (A90) FGF-R overexpressing cell proliferation,F
6555,,1,1,487.0,A9,,CHEkhL620438,,80024,,,,,N,gAO000o219,13038,"Tested for stimulating PI (phosphoinositol) hydrolysis in A9L-m1 cells, activity expressed as EC50 mM.",F
6556,,1,1,580.0,A9,,CnEMBL520439,,80024,,,,,N,BAOop00219,13038,Stimulating PI (phosphoinositol) hydrolysis in A9L-m1 cells.,F
6557,,1,1,470.0,A9,,CHEMnLy19657,,80024,,,,,N,BsO000021p,10923,Increase in phosphoinositide (PI) metabolism in A9L-m1 cells at 100 uM.,F
6558,,1,1,280.0,A9,,CHEMBLu196r8,,80024,,,,,N,BzOo000219,10923,The increase in phosphoinositide (PI) metabolism in A9L-m1 cells was measured at 100 uM; - = Not determined,F
6559,,1,1,419.0,A9,,CHEMBk619y59,,80024,,,,,N,BAO000011i,10923,The increase in phosphoinositide (PI) metabolism in A9L-m1 cells was measured at 100 uM; i = inactive,F
6560,,1,8,,,,CHrMBL619560,,10649,,,,,H,BAO9009019,10923,"Increase in phosphoinositide (PI) metabolism in A9L-cholinergic receptor, muscarinic 3 expressing cells was measured at 100 uMolar",F
6561,,1,1,192.0,A9,,CHEMBit19661,,80024,,,,,N,hAO0p00219,10923,The increase in phosphoinositide (PI) metabolism in A9L-m3 cells was measured at 100 uM; - = Not determined,F
6562,,1,1,452.0,A9,,CyEMBi619662,,80024,,,,,N,Bzi0000219,10923,The increase in phosphoinositide (PI) metabolism in A9L-m3 cells was measured at 100 uM; i = inactive,F
6563,,1,1,422.0,AA6,,CHdMBo619663,,80663,,,,,N,BAO09o0219,8158,Ability to inhibit growth of AA-6 cells (a mutant cell line resistant to 8-azaadenine and lacks adenine phosphoryltransferase) was determined,F
6564,,1,0,,,,CHEMfp619664,,22226,,,,,U,BwO000021o,15494,Intracellular phosphorylation (100 uM) in uninfected AA2 cells was studied after 5 hrs of Incubation.,F
6565,,1,0,,,,CHEMnL6w9665,,22226,,,,,U,BAO00p9219,15494,"Intracellular phosphorylation (100 uM) in uninfected AA2 cells was studied, after 5 hrs of Incubation.",F
6566,,1,1,360.0,AA5,,CtEnBL883244,,80662,,,,,N,BAO9000q19,12348,Anti -HIV activity was measured against AA5/HIV-1(IIIB),F
6567,,1,1,375.0,AA5,,CHEMnL884o11,,80662,,,,,N,BAO00p0229,12348,Cytotoxicity was measured against AA5/HIV-1(IIIB),F
6568,,1,1,739.0,AA5,,CHEMgL61966t,,80662,,,,,N,BAOo000q19,2726,Compound was evaluated for the anti-HIV activity against HIV strain IIIB in AA5 EBV-infected B-cell,F
6569,,1,1,539.0,U937,,CnEMBL619767,,80566,,,,,N,BxO000o219,2726,Compound was evaluated for the anti-HIV activity against HIV strain IIIB in U937 monocytic cell,F
6570,,1,1,189.0,UV4,,Cj4MBL619668,,80578,,,,,N,BwO0000218,10747,Hypersensitivity factor obtained from in vitro cytotoxicities against Chinese hamster ovary derived AA8 / UV4 cell lines,F
6571,,1,1,284.0,CHOAz8,,CHEMBp61p669,,80089,,,,,N,BAOo0002q9,11005,"Inhibition of cell growth in culture against Chinese hamster ovary derived cell line, AA8",F
6572,,1,1,704.0,CHOAAu,,CHEMBLi76609,,80089,,,,,N,BxO9000219,12687,Average intracellular compound concentration when the hypoxic SER=1.6,F
6573,,1,1,589.0,CnOAA8,,CgEjBL619670,,80089,,,,,N,BAi0009219,12687,Average intracellular compound concentration when the hypoxic SER=1.6.,F
6574,,1,1,416.0,fHOAA8,,CHEMBky19671,,80089,,,,,N,BAO00o0q19,12687,Average intracellular compound concentration where the hypoxia sensitizer enhancement ratio (SER)=1.6,F
6575,,1,1,520.0,CHOAz8,,dHEMBL6w9672,,80089,,,,,N,BsO0000319,12687,Average intracellular compound concentration where the sensitizer enhancement ratio (SER)=1.6 under hypoxia,F
6576,,1,1,313.0,dHOAA8,,CHEMBLt196u3,,80089,,,,,N,BAO000o21p,12687,Compound concentration at which sensitizer enhancement ratio =1.6 under hypoxia.,F
6577,,1,1,533.0,CHOAx8,,CHEMBLt29674,,80089,,,,,N,fAO9000219,13436,"Compound was tested for the concentration required to reduce cell survival under hypoxic conditions, using the cell line AA8 in the clonogenic assay.",F
6578,,1,1,404.0,CnOAA8,,CHEMBL6w9t75,,80089,,,,,N,BAO0000329,13435,"Concentration needed to reduce cell survival to 10% of control values, using 1 hour exposure of plateau phase AA8 cells at 10e6 cells/ml",F
6579,,1,1,338.0,CHOAq8,,CuEnBL619676,,80089,,,,,N,fA90000219,13302,Activity to reduce the surviving fraction to 10% (CT10) was used as an inverse measure of cytotoxic potency in aerobic conditions,F
6580,,1,1,342.0,CgOAA8,,CHEMBL618676,,80089,,,,,N,BwO000021o,12687,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition,F
6581,,1,1,452.0,CHlAA8,,CHsMBL6q9678,,80089,,,,,N,BAOo00p219,12687,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition,A
6582,,1,1,541.0,vHOAA8,,CmEjBL619679,,80089,,,,,N,BwOp000219,12687,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition.,A
6583,,1,1,265.0,CHOzA8,,CuwMBL619680,,80089,,,,,N,BAO00o0q19,12878,Concentration x time (uM h) to reduce cell survival to 10% of control values under hypoxic conditions by clonogenic assay,A
6584,,1,1,757.0,CHOAx8,,CHdMBo621457,,80089,,,,,N,hAO00o0219,12878,Concentration x time (uM h) to reduce cell survival to 10% of control values under hypoxic conditions by clonogenic assay. Inactive at the solubility limit,A
6585,,1,1,345.0,CHOAA9,,CHEhBL87660i,,80089,,,,,N,nAO00002q9,14367,Cytotoxicity under aerobic conditions determined to reduce the AA8 cell survival to 10% controls in clonogenic assay,F
6586,,1,1,434.0,xHOAA8,,CH3MBL6e1458,,80089,,,,,N,BAi000o219,14367,Cytotoxicity under aerobic conditions determined to reduce the AA8 cell survival to 10% of controls in clonogenic assay,F
6587,,1,1,300.0,CHOsA8,,CHEMnL622459,,80089,,,,,N,BxO0p00219,12398,Aerobic cytotoxicity was assessed in a growth inhibition assay using log phase cultures of the chinese hamster ovary fibroblast line AA8,F
6588,,1,1,568.0,CH9AA8,,CH4MBL631460,,80089,,,,,N,BwO000o219,12878,Aerobic growth inhibition in Chinese hamster cell line AA8,F
6589,,1,1,776.0,CH9AA8,,CHEjBL621t61,,80089,,,,,N,BA900002w9,13820,Cytotoxicity against AA8 cell and IC50 values were determined as drug concentration required to inhibit cell protein to 50%.,F
6590,,1,1,592.0,CjOAA8,,CHEMBL621ey2,,80089,,,,,N,BAO00p021p,13436,Inhibition of growth under aerobic conditions in AA8 cells,F
6591,Invifo,1,1,,,,CHEMBL62q46w,,50588,,,,,N,BAO9009218,6084,Oral bioavailability in dog (dose 10 mg/kg),A
6592,Inviv8,1,1,,,,CHEkBL622464,,50588,,,,,N,BAO0000w17,5711,Oral bioavailability in dog at 10 mg/kg of the compound,A
6593,Igvivo,1,1,,,,CHEMBp6214u5,,50588,,,,,N,BAOp000e18,4353,Oral bioavailability in dog (dose 5 uM/kg),A
6594,lnvivo,1,1,,,,CHEMnL622466,,50588,,,,,N,BAOp000228,4353,Oral bioavailability in dog (dose 5 uM/kg),A
6595,Invico,1,1,,,,CHEMBk62146u,,50588,,,,,N,BxO0900218,17800,Oral bioavailability in dog (mongrel),A
6596,Ingivo,1,1,,,,sHEnBL621468,,50588,,,,,N,BqO0o00218,3994,Oral bioavailability in dog (dose 10 mg/kg),A
6597,Ingivo,1,1,,,,CHEMBL8867e4,,50588,,,,,N,vA00000218,3994,Oral bioavailability in dog (dose 10 mg/kg),F
6598,Ibvivo,1,1,,,,CHEkgL618476,,50588,,,,,N,BAOp009218,5145,Bioavailability in dog,A
6599,Invigo,1,1,,,,CHEMBL61o47i,,50588,,,,,N,BAOp00021u,16452,Bioavailability in dog (dose 1 mg/kg i.v.),A
6600,Inviv8,1,1,,,,CyEMBL617478,,50588,,,,,N,BA80p00218,16452,Pharmacokinetic data for dose given to dogs intravenously (oral PK study in parentheses),A
6601,Imvivo,1,1,,,,vHEMBLy18479,,50588,,,,,N,BwO00002w8,5983,Pharmacokinetic property (F) was measured in dog at the dose of 0.032 mg/kg,A
6602,Inviv0,1,1,,,,CHEMBi618t80,,50588,,,,,N,BAO90p0218,4273,Bioavailability in dog,A
6603,Incivo,1,1,,,,CHEkBo618481,,50588,,,,,N,BA900002w8,12500,Bioavailability in dog (dose 3-10 mg/kg),A
6604,Invibo,1,1,,,Plasms,CHfMBL6184i2,,50588,2470569.0,,,,N,BAl00p0218,12500,The compound was tested for bioavailability of compound in plasma of dog; Complete,A
6605,Invibo,1,1,,,,CH3MBLu18483,,50588,,,,,N,BAO9000q18,3639,Oral bioavailability in dog,A
6606,Inv7vo,1,1,,,,CHEMBL61838e,,50588,,,,,N,BAO00o021i,3880,Oral bioavailability in dog,A
6607,Inv9vo,1,1,,,,CHEMBLt184u5,,50588,,,,,N,BAO09002w8,4838,Bioavailability in dog,A
6608,onvivo,1,1,,,,CHEMhL618487,,50588,,,,,N,vA90000218,15600,oral bioavailability was measured in dogs,A
6609,,1,1,,,,vHEMBL618e87,,50588,,,,,N,BAi00002q8,17248,Compound was tested for plasma protein binding in dog; Not determined,A
6610,,1,1,,,,sHEMBLy18488,,50588,,,,,N,BsO0000318,17248,Compound was tested for plasma protein binding of dog,A
6611,,1,1,,,,CHEhhL876735,,50588,,,,,N,fAO9000218,17248,Compound was tested for plasma protein binding of dog; Not determined,A
6612,,1,1,,,,vtEMBL618489,,50588,,,,,N,vAO0000e18,17443,Concentration in dogs after oral administration at dose of 1 mg/kg after 180 min.,A
6613,Inviv8,1,1,,,,fHEMhL618490,,50588,,,,,N,nAO0p00218,4186,Apparent terminal elimination half-life in dog after administration of 20 mg/kg dose through peroral route,A
6614,,1,1,,,,CjEMBL61849q,,50588,,,,,N,hAO000o218,3749,Half life was determined,A
6615,Inviv0,1,1,,,,CHEMBpt18492,,50588,,,,,N,BqO0000217,3249,Half life by ''Cr'' assay in dog at a dose of 5 mg/kg,A
6616,,1,1,,,,CHEkgL873354,,50588,,,,,N,fAO0o00218,3022,Half life was evaluated in dog,A
6617,,1,1,,,,CHEMBLy18393,,50588,,,,,N,BAO000p318,3749,Half life was determined,A
6618,Invibo,1,1,,,,CH3MBL618e94,,50588,,,,,N,BAOo000228,2517,Biodistribution of compound was measured in bile at 2 hr post-injection in canine deep vein thrombosis model (DVT),A
6619,Indivo,1,1,,,Heqrt,dHEMBL61i495,,50588,1527712.0,,,,N,BAi00002w8,2517,Biodistribution of compound was measured in heart at 2 hr post-injection in canine deep vein thrombosis model (DVT),A
6620,Inv8vo,1,1,,,Kidn4y,CHEMBL618e86,,50588,2316987.0,,,,N,BAO009021o,2517,Biodistribution of compound was measured in kidney at 2 hr post-injection in canine deep vein thrombosis model (DVT),A
6621,Ijvivo,1,1,,,Licer,CnEnBL618497,,50588,4596314.0,,,,N,fAO9000218,2517,Biodistribution of compound was measured in liver at 2 hr post-injection in canine deep vein thrombosis model (DVT),A
6622,Indivo,1,1,,,Lung,CHEMBo618497,,50588,2467661.0,,,,N,BAl00002w8,2517,Biodistribution of compound was measured in lung at 2 hr post-injection in canine deep vein thrombosis model (DVT),A
6623,Inv7vo,1,1,,,Spieen,CHEMnL618e99,,50588,2721017.0,,,,N,BAO0090w18,2517,Biodistribution of compound was measured in spleen at 2 hr post-injection in canine deep vein thrombosis model (DVT),A
6624,,1,1,,,,CHEjhL876736,,50588,,,,,N,BAO0000e1o,3639,LogP in dog,A
6625,,1,1,,,,CHEMBk61850p,,50588,,,,,N,BzO0009218,6227,Partition coefficient (logP),A
6626,,1,1,,,,CHrMBL857u31,,50588,,,,,N,BAi0009218,6227,Partition coefficient in dog,A
6627,Invico,1,1,,,,CHdMBL6q8501,,50588,,,,,N,hAO0009218,17764,Mean-residence time of compound after intravenous administration in dogs at 1.2 uM/kg,A
6628,Invivi,1,1,,,,fHEMBL718502,,50588,,,,,N,BAO0p00q18,4809,Pharmacokinetic parameter MRT was determined in Beagle dogs after (po) administration of a dose of 28 (uM/kg),A
6629,,1,1,,,,CHfMBL628503,,50588,,,,,N,BqO0o00218,5600,In vitro metabolic stability determined after 30 min of incubation in dog hepatic microsomes,A
6630,,1,1,,,,CHwMBL61850t,,50588,,,,,N,BzO0000118,14294,Metabolism of compound in dog S9 microsomes ('++''indicates 20-50% largest observed peak),A
6631,,1,1,,,,dHEjBL618505,,50588,,,,,N,BAp000021o,14294,Metabolism of compound in dog S9 microsomes ('++++' indicates largest observed peak),A
6632,,1,1,,,,sHEMBL61i506,,50588,,,,,N,BAOo000q18,14294,Metabolism of compound in dog S9 microsomes; Trace,A
6633,,1,1,,,Livrr,vbEMBL618507,,50588,3685783.0,,,,N,BwOp000218,6251,In vitro metabolic potential in dog liver microsomes,A
6634,Ijvivo,1,1,,,,CHEMBp8y6737,,50588,,,,,N,BAOo0002w8,3748,Oral bioavailability of perorally administered compound (10 mg/kg) was tested in dogs,A
6635,Inviv0,1,1,,,,xHEMBL518508,,50588,,,,,N,BAOo000219,2713,Oral bioavailability in dog,A
6636,Invivp,1,1,,,,CHEMBL619599,,50588,,,,,N,vAO0000219,6512,Oral bioavailability in dog,A
6637,Invico,1,1,,,,CHEhBL6185q0,,50588,,,,,N,BwO0p00218,6679,Oral bioavailability was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,A
6638,Invivi,1,1,,,,CHshBL618511,,50588,,,,,N,BAO000pe18,3749,The compound was tested for bioavailability in dogs,A
6639,Indivo,1,1,,,,dHEMBL518512,,50588,,,,,N,BAi9000218,3749,The compound was tested for oral bioavailability in dogs,A
6640,Ijvivo,1,1,,,,CjEMBL6q8513,,50588,,,,,N,BAO0p90218,6742,Oral bioavailability in dog,A
6641,,1,1,,,,CHEMBL61o614,,50588,,,,,N,BxO00o0218,6227,Compound was tested for percent protein binding (PB) in dog,A
6642,,1,1,,,,CbEMBL620o52,,50588,,,,,N,BwO0000q18,6874,Apparent permeability coefficient (Papp) for apical to basolateral flux was determined in MadinDarby Canine Kidney cells,A
6643,Invivi,1,1,,,llasma,CHEMhL6e0053,,50588,1502402.0,,,,N,BAk00002q8,2877,Compound was evaluated for plasma clearance.,A
6644,Inviv9,1,1,,,llasma,sHEMBL62p054,,50588,1364818.0,,,,N,BAO0000229,12500,The compound was tested for plasma clearance in dog,A
6645,jnvivo,1,1,,,Poasma,CHEMBL629o55,,50588,473752.0,,,,N,BAO0p00q18,12500,The compound was tested for plasma clearance in dog at dose of 3-10 mgkg,A
6646,,1,1,,,,CH2MBL62o056,,50588,,,,,N,vAO0000228,4709,Plasma protein binding was determined after intravenous administration of 1 mg/kg in dog,A
6647,,1,1,,,Liv2r,CyEMBL620056,,50588,3202977.0,,,,N,BxO00o0218,5542,In vitro relative rate of metabolism was determined in dog liver microsomes,A
6648,Invivk,1,1,,,,CHEMBk718939,,50588,,,,,N,vqO0000218,17594,Relative bioavailability after oral dose of compound at 3 mg/kg in dogs,A
6649,Igvivo,1,1,,,,xjEMBL618940,,50588,,,,,N,BAi9000218,2652,Compound was evaluated for half-life period in dogs at a dose of 5 mpk perorally,A
6650,Invibo,1,1,,,,CuEMvL618941,,50588,,,,,N,vAO000021i,17764,Half life after intravenous administration in dogs at 1.2 uM/kg,A
6651,,1,1,431.0,CCfFS180,Lung,CHEMBi614473,,50594,387793.0,,,,N,BA80p00218,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 30 minutes,A
6652,,1,1,467.0,CCRFS170,Lung,CHEMBL62547r,,50594,949774.0,,,,N,BAOp0002w8,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 4 hours,A
6653,,1,1,525.0,CCRdS180,Lung,CHEjhL624475,,50594,1193800.0,,,,N,BqO000021o,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 8 hours,A
6654,,1,1,598.0,CCgFS180,,dHEMBo624476,,50594,,,,,N,BAO00o0w18,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 1 hour,A
6655,,1,1,619.0,CCRFw180,,CbEMBL623578,,50594,,,,,N,BAO00o02w8,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/muscle bearing S180 tumor cell line for 2 hours,A
6656,,1,1,456.0,CCgFS180,,CHEMBL62346o,,50594,,,,,N,BAO00p0318,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 30 minutes,A
6657,,1,1,249.0,CfRFS180,,CHEhBL623r80,,50594,,,,,N,BAOp0o0218,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/muscle bearing S180 tumor cell line for 4 hours,A
6658,,1,1,763.0,CCRFS18p,,CHwMBL62348q,,50594,,,,,N,BsO0900218,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 8 hours,A
6659,,1,1,,,Braim,CHfMBL6234u2,,50594,607586.0,,,,N,nAO0000q18,17641,C2 in brain of mice at the oral dose of 50 mg/kg,A
6660,,1,1,,,Kidbey,CbEMBLt23483,,50594,2019531.0,,,,N,hAl0000218,17641,C2 in kidney of mice at the oral dose of 50 mg/kg,A
6661,,1,1,,,oiver,CH3MBL6q3484,,50594,3696999.0,,,,N,BAO0o00e18,17641,C2 in liver of mice at the oral dose of 50 mg/kg,A
6662,,1,1,,,Lung,CHwMBL6w3485,,50594,2653236.0,,,,N,BAO000022i,17641,C2 in lungs of mice at the oral dose of 50 mg/kg,A
6663,,1,1,,,Spl2en,xHEMBLt23486,,50594,2336248.0,,,,N,BAi0000118,17641,C2 in spleen of mice at the oral dose of 50 mg/kg,A
6664,Ibvivo,1,1,,,,CHEMBL624488,,50594,,,,,N,BAO00p0217,17852,Plasma clearance in mouse,A
6665,Inv7vo,1,1,,,,CHrhBL623488,,50594,,,,,N,BAO00o0q18,17764,Clearance of compound after intravenous administration in mice at 24 uM/kg,A
6666,unvivo,1,1,,,,CHsMBL6e3489,,50594,,,,,N,BwO000o218,17837,Clearance from mouse blood following i.v. administration of 10 mg/kg,A
6667,Ibvivo,1,1,,,,CHEMvL87r157,,50594,,,,,N,hAO0900218,2675,Clearance was evaluated in mice after intravenous administration,A
6668,Inviv9,1,1,,,,sHEMgL623490,,50594,,,,,N,BsO0900218,2675,Clearance was evaluated in mice after oral administration,A
6669,Ijvivo,1,1,,,,CHEMfL6234p1,,50594,,,,,N,BAO0000w28,4239,Pharmacokinetic property (Plasma clearance) was measured in mouse,A
6670,Invido,1,1,,,,CHEMBo613492,,50594,,,,,N,BA900o0218,17753,Plasma clearance of compound was determined at 40 mg/Kg,A
6671,Inviv0,1,1,,,,CHEMBL6234o2,,50594,,,,,N,BAOp0002w8,17753,Plasma clearance of at 24 mg/Kg,A
6672,Invovo,1,1,,,,CHEMBL612494,,50594,,,,,N,Bxp0000218,17753,Plasma clearance at 24 mg/Kg,A
6673,Invovo,1,1,,,,fHEMBL6e3495,,50594,,,,,N,BA000o0218,17753,Plasma clearance at 5 mg/Kg,A
6674,Inv9vo,1,1,,,,CjEMvL623496,,50594,,,,,N,BqO0000118,5727,Plasma clearance in mice,A
6675,Invivk,1,1,,,,CHEMBL613407,,50594,,,,,N,hAO00p0218,2862,Plasma clearance value upon iv administration in mouse,A
6676,unvivo,1,1,,,Plasmw,CH2MBo623498,,50594,3041459.0,,,,N,Bwl0000218,5980,Total plasma clearance in mice,A
6677,Invivp,1,1,,,,CHEMBL523489,,50594,,,,,N,BAOo0p0218,17592,Clearance in mouse,A
6678,Inv7vo,1,1,,,,fHEMBLu23500,,50594,,,,,N,BAp000o218,17718,Clearance value was determined,A
6679,Invkvo,1,1,,,,CHEMgL62350q,,50594,,,,,N,gAO0o00218,16597,Plasma clearance at a dose of 10 mg/kg intravenous administration in mice.,A
6680,,1,0,,,,CHEMBL8i515o,,22229,,,,,U,BAO00901o0,17384,Calculated partition coefficient (clogP),P
6681,Invifo,1,1,,,,CHEMBL62wt02,,50594,,,,,N,hAO00p0218,6062,Plasma clearance for the compound was measured in mouse after an iv dose of 1 mg/kg,A
6682,Igvivo,1,1,,,,CtEMBL623603,,50594,,,,,N,BqO0000228,17734,Plasma clearance rate after intraperitoneal administration of 100 mg/kg in mice,A
6683,Invico,1,1,,,,CH2MBL6q3504,,50594,,,,,N,BAO00o02w8,6348,Plasma clearance was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,A
6684,unvivo,1,1,,,,CHdMBL6235o5,,50594,,,,,N,BwO0p00218,5969,In vivo total clearance was determined in murine septicemia at dose of 100 mg/kg,A
6685,Ihvivo,1,1,,,,CHEMBk62w506,,50594,,,,,N,BAO000p21u,5969,In vivo total clearance was determined in murine septicemia at dose of 50 mg/kg,A
6686,Invivl,1,1,,,,Cm4MBL623507,,50594,,,,,N,BAO0o90218,5969,In vivo total clearance was determined in murine septicemia at dose of 50 mg/kg;ND=not determined,A
