Fiscal year,Gender equality (marker),Sector ID,Regional program (marker),Project Browser country ID,Project number,Sector name,Biodiversity (marker),Organisation class,Untied amount(Project-level budget),Section name,Maximum CIDA contribution (project-level),Children issues (marker),Enviromental sustainability (marker),ICT as a tool for development (marker),Amount spent,Section ID,Sector percent,Branch ID,Fund centre ID,Fund centre name,Status,IRTC percent,Division ID,Youth issues (marker),FSTC percent,Knowledge for development (marker),Trade development (marker),CFLI (marker),Indigenous issues (marker),CountryRegion ID,Programming process (new),Participatory development and good governance,Urban issues (marker),Continent name,Branch name,Division name,CIDA business delivery model (old),Bilateral aid (international marker),PBA type,Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker)
2009/2010,0,32130,0,DZ,A034785001,Small and medium-sized enterprises (SME) development,0,Civil Society,33254.65,Education and Knowledge,33254.65,0,0,0,2660.3720000000003,S6222,0.8,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,DZ,Uncoded: Pre-APP,1,0,Africa,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,15150,0,LB,A034785001,Democratic participation and civil society,0,Civil Society,33254.65,Education and Knowledge,33254.65,0,0,0,332.5465,S6222,0.1,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,LB,Uncoded: Pre-APP,1,0,Asia,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,25010,0,LB,A034785001,Business support services and institutions,0,Civil Society,33254.65,Education and Knowledge,33254.65,0,0,0,332.5465,S6222,0.1,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,LB,Uncoded: Pre-APP,1,0,Asia,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,32130,0,LB,A034785001,Small and medium-sized enterprises (SME) development,0,Civil Society,33254.65,Education and Knowledge,33254.65,0,0,0,2660.3720000000003,S6222,0.8,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,LB,Uncoded: Pre-APP,1,0,Asia,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,15150,0,MA,A034785001,Democratic participation and civil society,0,Civil Society,33254.65,Education and Knowledge,33254.65,0,0,0,332.5465,S6222,0.1,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,MA,Uncoded: Pre-APP,1,0,Africa,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,25010,0,MA,A034785001,Business support services and institutions,0,Civil Society,33254.65,Education and Knowledge,33254.65,0,0,0,332.5465,S6222,0.1,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,MA,Uncoded: Pre-APP,1,0,Africa,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,32130,0,MA,A034785001,Small and medium-sized enterprises (SME) development,0,Civil Society,33254.65,Education and Knowledge,33254.65,0,0,0,2660.3720000000003,S6222,0.8,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,MA,Uncoded: Pre-APP,1,0,Africa,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,15150,0,MG,A034785001,Democratic participation and civil society,0,Civil Society,33254.65,Education and Knowledge,33254.65,0,0,0,332.5465,S6222,0.1,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,MG,Uncoded: Pre-APP,1,0,Africa,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,25010,0,MG,A034785001,Business support services and institutions,0,Civil Society,33254.65,Education and Knowledge,33254.65,0,0,0,332.5465,S6222,0.1,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,MG,Uncoded: Pre-APP,1,0,Africa,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,32130,0,MG,A034785001,Small and medium-sized enterprises (SME) development,0,Civil Society,33254.65,Education and Knowledge,33254.65,0,0,0,2660.3720000000003,S6222,0.8,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,MG,Uncoded: Pre-APP,1,0,Africa,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,15150,0,RW,A034785001,Democratic participation and civil society,0,Civil Society,33254.65,Education and Knowledge,33254.65,0,0,0,332.5465,S6222,0.1,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,RW,Uncoded: Pre-APP,1,0,Africa,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,25010,0,RW,A034785001,Business support services and institutions,0,Civil Society,33254.65,Education and Knowledge,33254.65,0,0,0,332.5465,S6222,0.1,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,RW,Uncoded: Pre-APP,1,0,Africa,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,32130,0,RW,A034785001,Small and medium-sized enterprises (SME) development,0,Civil Society,33254.65,Education and Knowledge,33254.65,0,0,0,2660.3720000000003,S6222,0.8,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,RW,Uncoded: Pre-APP,1,0,Africa,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,15150,0,SN,A034785001,Democratic participation and civil society,0,Civil Society,33254.65,Education and Knowledge,33254.65,0,0,0,332.5465,S6222,0.1,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,SN,Uncoded: Pre-APP,1,0,Africa,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,25010,0,SN,A034785001,Business support services and institutions,0,Civil Society,33254.65,Education and Knowledge,33254.65,0,0,0,332.5465,S6222,0.1,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,SN,Uncoded: Pre-APP,1,0,Africa,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,32130,0,SN,A034785001,Small and medium-sized enterprises (SME) development,0,Civil Society,33254.65,Education and Knowledge,33254.65,0,0,0,2660.3720000000003,S6222,0.8,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,SN,Uncoded: Pre-APP,1,0,Africa,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,15150,0,TN,A034785001,Democratic participation and civil society,0,Civil Society,33254.65,Education and Knowledge,33254.65,0,0,0,332.5465,S6222,0.1,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,TN,Uncoded: Pre-APP,1,0,Africa,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,25010,0,TN,A034785001,Business support services and institutions,0,Civil Society,33254.65,Education and Knowledge,33254.65,0,0,0,332.5465,S6222,0.1,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,TN,Uncoded: Pre-APP,1,0,Africa,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,32130,0,TN,A034785001,Small and medium-sized enterprises (SME) development,0,Civil Society,33254.65,Education and Knowledge,33254.65,0,0,0,2660.3720000000003,S6222,0.8,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,TN,Uncoded: Pre-APP,1,0,Africa,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,15150,0,VN,A034785001,Democratic participation and civil society,0,Civil Society,33254.65,Education and Knowledge,33254.65,0,0,0,332.5465,S6222,0.1,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,VN,Uncoded: Pre-APP,1,0,Asia,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,25010,0,VN,A034785001,Business support services and institutions,0,Civil Society,33254.65,Education and Knowledge,33254.65,0,0,0,332.5465,S6222,0.1,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,VN,Uncoded: Pre-APP,1,0,Asia,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,32130,0,VN,A034785001,Small and medium-sized enterprises (SME) development,0,Civil Society,33254.65,Education and Knowledge,33254.65,0,0,0,2660.3720000000003,S6222,0.8,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,VN,Uncoded: Pre-APP,1,0,Asia,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,1,43010,0,BB,A034789001,Multisector aid,0,Governmental,40000.0,Caricom - Adm,40000.0,0,0,0,40000.0,S4429,1.0,B4400,4432,Barbados,Closed,0.0,D4400,0,1.0,0,0,1,0,BB,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,1,43010,1,DM,A034790001,Multisector aid,0,Governmental,379990.0,Caricom - Adm,379990.0,0,0,0,94997.5,S4429,1.0,B4400,4435,Lee & Windward Region,Closed,0.0,D4400,0,1.0,0,0,1,0,DM,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,1,43010,1,GD,A034790001,Multisector aid,0,Governmental,379990.0,Caricom - Adm,379990.0,0,0,0,94997.5,S4429,1.0,B4400,4435,Lee & Windward Region,Closed,0.0,D4400,0,1.0,0,0,1,0,GD,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,1,43010,1,KN,A034790001,Multisector aid,0,Governmental,379990.0,Caricom - Adm,379990.0,0,0,0,94997.5,S4429,1.0,B4400,4435,Lee & Windward Region,Closed,0.0,D4400,0,1.0,0,0,1,0,KN,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,1,43010,1,VC,A034790001,Multisector aid,0,Governmental,379990.0,Caricom - Adm,379990.0,0,0,0,94997.5,S4429,1.0,B4400,4435,Lee & Windward Region,Closed,0.0,D4400,0,1.0,0,0,1,0,VC,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,1,43010,0,JM,A034791001,Multisector aid,0,Governmental,180000.0,Caricom - Adm,180000.0,0,0,0,168537.91,S4429,1.0,B4400,4439,Caribbean Regional - Jamaica,Closed,0.0,D4400,0,1.0,0,0,1,0,JM,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,1,43010,0,JM,A034791001,Multisector aid,0,Governmental,180000.0,Caricom - Adm,180000.0,0,0,0,5950.31,S4429,1.0,B4400,4439,Caribbean Regional - Jamaica,Closed,0.0,D4400,0,1.0,0,0,1,0,JM,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,1,43010,0,JM,A034791001,Multisector aid,0,Unknown,180000.0,Caricom - Adm,180000.0,0,0,0,5511.78,S4429,1.0,B4400,4439,Caribbean Regional - Jamaica,Closed,0.0,D4400,0,1.0,0,0,1,0,JM,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,1,43010,0,SR,A034793001,Multisector aid,0,Governmental,80000.0,Caricom - Adm,80000.0,0,0,0,80000.0,S4429,1.0,B4400,4444,Surinam,Closed,0.0,D4400,0,1.0,0,0,1,0,SR,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,1,43010,0,TT,A034794001,Multisector aid,0,Governmental,99999.12,Caricom - Adm,99999.12,0,0,0,99999.12,S4429,1.0,B4400,4445,Trinidad & Tobago,Closed,0.0,D4400,0,1.0,0,0,1,0,TT,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,1,43010,0,GY,A034795001,Multisector aid,0,Governmental,80229.84,Caricom - Adm,80229.84,0,0,0,80229.84,S4429,1.0,B4400,4438,Caribbean Regional - Guyana,Closed,0.0,D4400,0,1.0,0,0,1,0,GY,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,11330,0,AF,A034796001,Vocational training,1,Civil Society,15528704.23,"OAA Afghanistan, Pakistan and Sri Lanka",15528704.23,0,2,0,257835.8,S4141,0.1,B4100,4125,Afghanistan,Closed,0.0,D4100,0,0.25,0,0,0,0,AF,Uncoded: Pre-APP,2,0,Asia,OGM Asia Pacific,OAD Asia Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15150,0,AF,A034796001,Democratic participation and civil society,1,Civil Society,15528704.23,"OAA Afghanistan, Pakistan and Sri Lanka",15528704.23,0,2,0,644589.5,S4141,0.25,B4100,4125,Afghanistan,Closed,0.0,D4100,0,0.25,0,0,0,0,AF,Uncoded: Pre-APP,2,0,Asia,OGM Asia Pacific,OAD Asia Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,25010,0,AF,A034796001,Business support services and institutions,1,Civil Society,15528704.23,"OAA Afghanistan, Pakistan and Sri Lanka",15528704.23,0,2,0,257835.8,S4141,0.1,B4100,4125,Afghanistan,Closed,0.0,D4100,0,0.25,0,0,0,0,AF,Uncoded: Pre-APP,2,0,Asia,OGM Asia Pacific,OAD Asia Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,31161,0,AF,A034796001,Food crop production,1,Civil Society,15528704.23,"OAA Afghanistan, Pakistan and Sri Lanka",15528704.23,0,2,0,257835.8,S4141,0.1,B4100,4125,Afghanistan,Closed,0.0,D4100,0,0.25,0,0,0,0,AF,Uncoded: Pre-APP,2,0,Asia,OGM Asia Pacific,OAD Asia Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,31182,0,AF,A034796001,Agricultural research,1,Civil Society,15528704.23,"OAA Afghanistan, Pakistan and Sri Lanka",15528704.23,0,2,0,386753.7,S4141,0.15,B4100,4125,Afghanistan,Closed,0.0,D4100,0,0.25,0,0,0,0,AF,Uncoded: Pre-APP,2,0,Asia,OGM Asia Pacific,OAD Asia Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,31191,0,AF,A034796001,Agricultural services,1,Civil Society,15528704.23,"OAA Afghanistan, Pakistan and Sri Lanka",15528704.23,0,2,0,257835.8,S4141,0.1,B4100,4125,Afghanistan,Closed,0.0,D4100,0,0.25,0,0,0,0,AF,Uncoded: Pre-APP,2,0,Asia,OGM Asia Pacific,OAD Asia Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,31193,0,AF,A034796001,Agricultural financial services,1,Civil Society,15528704.23,"OAA Afghanistan, Pakistan and Sri Lanka",15528704.23,0,2,0,257835.8,S4141,0.1,B4100,4125,Afghanistan,Closed,0.0,D4100,0,0.25,0,0,0,0,AF,Uncoded: Pre-APP,2,0,Asia,OGM Asia Pacific,OAD Asia Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,31195,0,AF,A034796001,Livestock/veterinary services,1,Civil Society,15528704.23,"OAA Afghanistan, Pakistan and Sri Lanka",15528704.23,0,2,0,257835.8,S4141,0.1,B4100,4125,Afghanistan,Closed,0.0,D4100,0,0.25,0,0,0,0,AF,Uncoded: Pre-APP,2,0,Asia,OGM Asia Pacific,OAD Asia Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15150,0,X1,A034798001,Democratic participation and civil society,0,Civil Society,6236.0,Education and Knowledge,6236.0,2,0,0,1559.0,S6222,1.0,B6100,6118,Thematic Conferences,Closed,0.0,D6220,2,1.0,0,0,0,0,X1,Uncoded: Pre-APP,1,0,Africa,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,15150,0,X2,A034798001,Democratic participation and civil society,0,Civil Society,6236.0,Education and Knowledge,6236.0,2,0,0,1559.0,S6222,1.0,B6100,6118,Thematic Conferences,Closed,0.0,D6220,2,1.0,0,0,0,0,X2,Uncoded: Pre-APP,1,0,America,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,15150,0,X3,A034798001,Democratic participation and civil society,0,Civil Society,6236.0,Education and Knowledge,6236.0,2,0,0,1559.0,S6222,1.0,B6100,6118,Thematic Conferences,Closed,0.0,D6220,2,1.0,0,0,0,0,X3,Uncoded: Pre-APP,1,0,Asia,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,15150,0,X4,A034798001,Democratic participation and civil society,0,Civil Society,6236.0,Education and Knowledge,6236.0,2,0,0,1559.0,S6222,1.0,B6100,6118,Thematic Conferences,Closed,0.0,D6220,2,1.0,0,0,0,0,X4,Uncoded: Pre-APP,1,0,Europe,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,3,15150,0,AF,A034801001,Democratic participation and civil society,0,Civil Society,730077.68,"OAA Afghanistan, Pakistan and Sri Lanka",730077.68,0,0,0,760000.0,S4141,1.0,B4100,4125,Afghanistan,Closed,0.0,D4100,0,1.0,0,0,0,0,AF,Uncoded: Pre-APP,2,0,Asia,OGM Asia Pacific,OAD Asia Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,15151,0,AF,A034802001,Elections,0,Civil Society,1443432.0,"OAA Afghanistan, Pakistan and Sri Lanka",1443432.0,0,0,0,500000.0,S4141,1.0,B4100,4125,Afghanistan,Closed,0.0,D4100,0,1.0,0,0,0,0,AF,Uncoded: Pre-APP,0,0,Asia,OGM Asia Pacific,OAD Asia Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,99820,0,CA,A034803001,Promotion of development awareness,0,Civil Society,0.0,Education and Knowledge,18000.0,0,0,0,18000.0,S6222,1.0,B6100,2217,Mass Media Initiative,Closed,0.0,D6220,0,0.0,0,0,0,0,CA,Uncoded: Pre-APP,1,0,America,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,14031,0,HN,A034807001,Basic drinking water supply,1,Civil Society,12000000.0,Central Americas Section,12000000.0,1,1,0,62500.0,S4403,0.125,B4400,4408,Honduras,Operational,0.0,D4400,1,0.8,0,0,0,0,HN,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,14032,0,HN,A034807001,Basic sanitation,1,Civil Society,12000000.0,Central Americas Section,12000000.0,1,1,0,62500.0,S4403,0.125,B4400,4408,Honduras,Operational,0.0,D4400,1,0.8,0,0,0,0,HN,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,31120,0,HN,A034807001,Agricultural development,1,Civil Society,12000000.0,Central Americas Section,12000000.0,1,1,0,125000.0,S4403,0.25,B4400,4408,Honduras,Operational,0.0,D4400,1,0.8,0,0,0,0,HN,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,31161,0,HN,A034807001,Food crop production,1,Civil Society,12000000.0,Central Americas Section,12000000.0,1,1,0,125000.0,S4403,0.25,B4400,4408,Honduras,Operational,0.0,D4400,1,0.8,0,0,0,0,HN,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,31181,0,HN,A034807001,Agricultural education/training,1,Civil Society,12000000.0,Central Americas Section,12000000.0,1,1,0,125000.0,S4403,0.25,B4400,4408,Honduras,Operational,0.0,D4400,1,0.8,0,0,0,0,HN,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,99820,0,CA,A034808001,Promotion of development awareness,0,Civil Society,0.0,Education and Knowledge,29867.41,0,0,0,29867.41,S6222,1.0,B6100,2217,Mass Media Initiative,Closed,0.0,D6220,0,0.0,0,0,0,0,CA,Uncoded: Pre-APP,1,0,America,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,1,99820,0,CA,A034810001,Promotion of development awareness,0,Civil Society,0.0,Education and Knowledge,50000.0,0,0,0,50000.0,S6222,1.0,B6100,2217,Mass Media Initiative,Closed,0.0,D6220,0,0.0,0,0,0,0,CA,Uncoded: Pre-APP,1,0,America,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,3,15160,0,AM,A034812001,Human rights,0,Civil Society,20476.18,Education and Knowledge,20476.18,0,0,0,4095.236,S6222,1.0,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,AM,Uncoded: Pre-APP,1,0,Asia,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,3,15160,0,NP,A034812001,Human rights,0,Civil Society,20476.18,Education and Knowledge,20476.18,0,0,0,4095.236,S6222,1.0,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,NP,Uncoded: Pre-APP,1,0,Asia,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,3,15160,0,PK,A034812001,Human rights,0,Civil Society,20476.18,Education and Knowledge,20476.18,0,0,0,4095.236,S6222,1.0,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,PK,Uncoded: Pre-APP,1,0,Asia,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,3,15160,0,RW,A034812001,Human rights,0,Civil Society,20476.18,Education and Knowledge,20476.18,0,0,0,4095.236,S6222,1.0,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,RW,Uncoded: Pre-APP,1,0,Africa,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,3,15160,0,VN,A034812001,Human rights,0,Civil Society,20476.18,Education and Knowledge,20476.18,0,0,0,4095.236,S6222,1.0,B6100,6118,Thematic Conferences,Closed,0.0,D6220,0,1.0,0,0,0,0,VN,Uncoded: Pre-APP,1,0,Asia,KFM Partnership for Develop. Innovation,KED Engaging Canadians,Responsive,1,Not PBA,0,0,0
2009/2010,0,15110,0,CR,A034814001,Public sector policy and administrative management,0,Governmental,119984.36,Central Americas Section,119984.36,0,0,0,119984.36,S4403,1.0,B4400,4405,Costa Rica,Closed,0.0,D4400,0,1.0,0,0,1,0,CR,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15110,0,SV,A034815001,Public sector policy and administrative management,0,Governmental,135000.0,Central Americas Section,135000.0,0,0,0,132975.19,S4403,1.0,B4400,4406,El Salvador,Closed,0.0,D4400,0,1.0,0,0,1,0,SV,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15110,0,SV,A034815001,Public sector policy and administrative management,0,Governmental,135000.0,Central Americas Section,135000.0,0,0,0,1854.81,S4403,1.0,B4400,4406,El Salvador,Closed,0.0,D4400,0,1.0,0,0,1,0,SV,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15110,0,SV,A034815001,Public sector policy and administrative management,0,Unknown,135000.0,Central Americas Section,135000.0,0,0,0,170.0,S4403,1.0,B4400,4406,El Salvador,Closed,0.0,D4400,0,1.0,0,0,1,0,SV,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15110,0,GT,A034816001,Public sector policy and administrative management,0,Governmental,110000.0,Central Americas Section,110000.0,0,0,0,103023.13,S4403,1.0,B4400,4407,Guatemala,Closed,0.0,D4400,0,1.0,0,0,1,0,GT,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15110,0,GT,A034816001,Public sector policy and administrative management,0,Unknown,110000.0,Central Americas Section,110000.0,0,0,0,6976.87,S4403,1.0,B4400,4407,Guatemala,Closed,0.0,D4400,0,1.0,0,0,1,0,GT,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,11220,0,HN,A034817001,Primary education,0,Governmental,90000.0,Central Americas Section,90000.0,0,0,0,18000.0,S4403,0.2,B4400,4408,Honduras,Closed,0.0,D4400,0,1.0,0,0,1,0,HN,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,12220,0,HN,A034817001,Basic health care,0,Governmental,90000.0,Central Americas Section,90000.0,0,0,0,27000.0,S4403,0.3,B4400,4408,Honduras,Closed,0.0,D4400,0,1.0,0,0,1,0,HN,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,31120,0,HN,A034817001,Agricultural development,0,Governmental,90000.0,Central Americas Section,90000.0,0,0,0,45000.0,S4403,0.5,B4400,4408,Honduras,Closed,0.0,D4400,0,1.0,0,0,1,0,HN,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15110,0,MX,A034818001,Public sector policy and administrative management,0,Governmental,400000.0,Central Americas Section,400000.0,0,0,0,400000.0,S4403,1.0,B4400,4409,Mexico,Closed,0.0,D4400,0,1.0,0,0,1,0,MX,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15110,0,NI,A034819001,Public sector policy and administrative management,0,Governmental,90000.0,Central Americas Section,90000.0,0,0,0,90000.0,S4403,1.0,B4400,4410,Nicaragua,Closed,0.0,D4400,0,1.0,0,0,1,0,NI,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15110,0,PA,A034820001,Public sector policy and administrative management,0,Governmental,119854.52,Central Americas Section,119854.52,0,0,0,119754.97,S4403,1.0,B4400,4411,Panama,Closed,0.0,D4400,0,1.0,0,0,1,0,PA,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15110,0,PA,A034820001,Public sector policy and administrative management,0,Unknown,119854.52,Central Americas Section,119854.52,0,0,0,99.55,S4403,1.0,B4400,4411,Panama,Closed,0.0,D4400,0,1.0,0,0,1,0,PA,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
